_u,_v,dB(NearETotal)
11.2,-5.6,-17.9702
12,-5.6,-25.9813
12.8,-5.6,3.67306
13.6,-5.6,-20.9687
14.4,-5.6,0.70636
15.2,-5.6,-10.6103
16,-5.6,-20.0135
16.8,-5.6,-25.8124
17.6,-5.6,-22.1996
18.4,-5.6,-26.295
19.2,-5.6,-29.5925
20,-5.6,-29.7826
-20,-4.8,-7.83506
-19.2,-4.8,-14.8398
-18.4,-4.8,-9.33489
-17.6,-4.8,-10.6062
-16.8,-4.8,-9.46261
-16,-4.8,-7.12743
-15.2,-4.8,-12.7417
-14.4,-4.8,-6.44867
-13.6,-4.8,2.75366
-12.8,-4.8,-11.4323
-12,-4.8,-9.50609
-11.2,-4.8,-7.77947
-10.4,-4.8,6.68567
-9.6,-4.8,5.51494
-8.8,-4.8,-11.9808
-8,-4.8,-10.5205
-7.2,-4.8,-1.90608
-6.4,-4.8,-4.4334
-5.6,-4.8,-8.67913
-4.8,-4.8,-6.07121
-4,-4.8,-8.04344
-3.2,-4.8,-7.80312
-2.4,-4.8,-10.2215
-1.6,-4.8,-11.8528
-0.8,-4.8,-12.0047
0,-4.8,-13.8787
0.8,-4.8,-13.6574
1.6,-4.8,-14.7237
2.4,-4.8,-14.5235
3.2,-4.8,-8.7987
4,-4.8,-17.1567
4.8,-4.8,-16.4325
5.6,-4.8,-21.65
6.4,-4.8,-20.6719
7.2,-4.8,-17.9259
8,-4.8,-19.8286
8.8,-4.8,-22.8594
9.6,-4.8,-19.7927
10.4,-4.8,-17.6095
11.2,-4.8,-20.8984
12,-4.8,-18.0914
12.8,-4.8,-20.3311
13.6,-4.8,-24.7361
14.4,-4.8,-23.627
15.2,-4.8,-19.0757
16,-4.8,-23.2725
16.8,-4.8,-24.1627
17.6,-4.8,-27.4088
18.4,-4.8,-30.688
19.2,-4.8,-24.7492
20,-4.8,-19.3324
-20,-4,-14.6952
-19.2,-4,1.96861
-18.4,-4,-16.8981
-17.6,-4,-9.6056
-16.8,-4,-8.92557
-16,-4,-3.14457
-15.2,-4,-4.03899
-14.4,-4,-11.2574
-13.6,-4,-7.3884
-12.8,-4,11.6142
-12,-4,-7.67734
-11.2,-4,-6.16357
-10.4,-4,-1.5298
-9.6,-4,-0.337158
-8.8,-4,-10.5852
-8,-4,-16.5686
-7.2,-4,0.0884846
-6.4,-4,-8.23808
-5.6,-4,-6.3168
-4.8,-4,-3.59608
-4,-4,-6.90971
-3.2,-4,-3.55202
-2.4,-4,-5.17531
-1.6,-4,-5.46596
-0.8,-4,-8.66137
0,-4,-12.6454
0.8,-4,-14.7163
1.6,-4,-17.1776
2.4,-4,-17.0711
3.2,-4,-9.387
4,-4,-15.328
4.8,-4,-21.7565
5.6,-4,-16.0996
6.4,-4,-18.4149
7.2,-4,-20.0678
8,-4,-14.9383
8.8,-4,-19.2296
9.6,-4,-15.1624
10.4,-4,-19.8539
11.2,-4,-16.3199
12,-4,-15.4632
12.8,-4,-17.0951
13.6,-4,-20.1287
14.4,-4,-19.714
15.2,-4,-14.7529
16,-4,-20.7949
16.8,-4,-18.1397
17.6,-4,-23.0046
18.4,-4,-23.9968
19.2,-4,-26.0113
20,-4,-29.3045
-20,-3.2,-18.3779
-19.2,-3.2,-9.78833
-18.4,-3.2,-11.9004
-17.6,-3.2,-10.4767
-16.8,-3.2,-11.3759
-16,-3.2,-7.55531
-15.2,-3.2,-15.4346
-14.4,-3.2,-7.93387
-13.6,-3.2,-7.43507
-12.8,-3.2,-12.7227
-12,-3.2,-7.36101
-11.2,-3.2,-1.61788
-10.4,-3.2,-1.09015
-9.6,-3.2,-5.80394
-8.8,-3.2,-9.29892
-8,-3.2,-13.3083
-7.2,-3.2,8.96716
-6.4,-3.2,-5.90402
-5.6,-3.2,-4.2061
-4.8,-3.2,-4.92171
-4,-3.2,-6.19018
-3.2,-3.2,-4.89406
-2.4,-3.2,-4.27865
-1.6,-3.2,-8.38566
-0.8,-3.2,-8.51784
0,-3.2,-14.9912
0.8,-3.2,-16.1785
1.6,-3.2,-12.5063
2.4,-3.2,-15.4625
3.2,-3.2,-8.98721
4,-3.2,-16.1086
4.8,-3.2,-20.6757
5.6,-3.2,-13.8128
6.4,-3.2,-16.0057
7.2,-3.2,-18.9689
8,-3.2,-24.2038
8.8,-3.2,-18.196
9.6,-3.2,-21.5809
10.4,-3.2,-16.4859
11.2,-3.2,-26.5652
12,-3.2,-13.0464
12.8,-3.2,-18.8804
13.6,-3.2,-22.6899
14.4,-3.2,-23.8349
15.2,-3.2,-27.9609
16,-3.2,-23.2355
16.8,-3.2,-22.5405
17.6,-3.2,-22.9115
18.4,-3.2,-24.2196
19.2,-3.2,-26.2043
20,-3.2,-23.3397
-20,-2.4,-13.427
-19.2,-2.4,-8.94055
-18.4,-2.4,-11.4571
-17.6,-2.4,-15.9011
-16.8,-2.4,-7.251
-16,-2.4,-11.6248
-15.2,-2.4,-14.7087
-14.4,-2.4,-9.8924
-13.6,-2.4,-11.7886
-12.8,-2.4,-9.01949
-12,-2.4,-9.16601
-11.2,-2.4,-9.87532
-10.4,-2.4,-6.76158
-9.6,-2.4,-7.03729
-8.8,-2.4,-8.62776
-8,-2.4,-16.1576
-7.2,-2.4,-0.00599493
-6.4,-2.4,-10.3772
-5.6,-2.4,-7.69202
-4.8,-2.4,-8.57309
-4,-2.4,-4.92832
-3.2,-2.4,-8.05195
-2.4,-2.4,-8.61101
-1.6,-2.4,-5.71146
-0.8,-2.4,-13.7647
0,-2.4,-13.2228
0.8,-2.4,-13.5672
1.6,-2.4,-15.2949
2.4,-2.4,-15.9514
3.2,-2.4,-9.5843
4,-2.4,-7.92836
4.8,-2.4,-11.3568
5.6,-2.4,-12.7366
6.4,-2.4,-15.0231
7.2,-2.4,-15.4767
8,-2.4,-17.5485
8.8,-2.4,-20.5434
9.6,-2.4,-16.0825
10.4,-2.4,-20.8112
11.2,-2.4,-14.9129
12,-2.4,-19.6775
12.8,-2.4,-24.2447
13.6,-2.4,-22.1508
14.4,-2.4,-25.94
15.2,-2.4,-27.9123
16,-2.4,-23.2892
16.8,-2.4,-26.5607
17.6,-2.4,-25.502
18.4,-2.4,-25.4372
19.2,-2.4,-23.8437
20,-2.4,-26.7577
-20,-1.6,-12.6329
-19.2,-1.6,-11.859
-18.4,-1.6,-6.95239
-17.6,-1.6,-13.1491
-16.8,-1.6,-9.16943
-16,-1.6,-12.5504
-15.2,-1.6,-15.5995
-14.4,-1.6,-8.3063
-13.6,-1.6,-5.15707
-12.8,-1.6,-6.48226
-12,-1.6,-8.9105
-11.2,-1.6,-11.0439
-10.4,-1.6,-15.3562
-9.6,-1.6,-11.8421
-8.8,-1.6,-17.1129
-8,-1.6,-14.0238
-7.2,-1.6,-14.7051
-6.4,-1.6,-10.6815
-5.6,-1.6,-14.5077
-4.8,-1.6,-13.3913
-4,-1.6,-14.1985
-3.2,-1.6,-16.7624
-2.4,-1.6,-12.4396
-1.6,-1.6,-13.1722
-0.8,-1.6,-11.4598
0,-1.6,-13.4009
0.8,-1.6,-19.7698
1.6,-1.6,-16.4664
2.4,-1.6,-17.5358
3.2,-1.6,-19.8711
4,-1.6,-19.3306
4.8,-1.6,-16.6462
5.6,-1.6,-15.6109
6.4,-1.6,-15.4576
7.2,-1.6,-16.358
8,-1.6,-21.1106
8.8,-1.6,-22.7323
9.6,-1.6,-19.7358
10.4,-1.6,-21.7555
11.2,-1.6,-22.5544
12,-1.6,-23.5614
12.8,-1.6,-19.5894
13.6,-1.6,-22.7895
14.4,-1.6,-24.8564
15.2,-1.6,-20.9199
16,-1.6,-29.8222
16.8,-1.6,-22.1689
17.6,-1.6,-24.9088
18.4,-1.6,-22.681
19.2,-1.6,-22.7094
20,-1.6,-22.281
-20,-0.8,-11.8251
-19.2,-0.8,-8.40644
-18.4,-0.8,-13.2806
-17.6,-0.8,-11.3516
-16.8,-0.8,-9.71699
-16,-0.8,-13.4709
-15.2,-0.8,-11.7116
-14.4,-0.8,-9.71306
-13.6,-0.8,-2.89143
-12.8,-0.8,-9.4353
-12,-0.8,-6.68676
-11.2,-0.8,-4.96984
-10.4,-0.8,-16.3568
-9.6,-0.8,-18.1684
-8.8,-0.8,-12.9276
-8,-0.8,-16.8171
-7.2,-0.8,-14.3639
-6.4,-0.8,-12.8261
-5.6,-0.8,-14.1829
-4.8,-0.8,-9.89947
-4,-0.8,-13.1699
-3.2,-0.8,-8.52018
-2.4,-0.8,-11.8462
-1.6,-0.8,-12.9083
-0.8,-0.8,-17.9286
0,-0.8,-14.4763
0.8,-0.8,-18.8163
1.6,-0.8,-15.6373
2.4,-0.8,-14.1804
3.2,-0.8,-15.9012
4,-0.8,-13.8827
4.8,-0.8,-24.1953
5.6,-0.8,-16.783
6.4,-0.8,-18.3243
7.2,-0.8,-15.2617
8,-0.8,-23.1674
8.8,-0.8,-22.9551
9.6,-0.8,-22.6673
10.4,-0.8,-23.3381
11.2,-0.8,-31.4292
12,-0.8,-24.804
12.8,-0.8,-22.3372
13.6,-0.8,-24.4359
14.4,-0.8,-28.9981
15.2,-0.8,-32.0693
16,-0.8,-27.0199
16.8,-0.8,-28.9018
17.6,-0.8,-22.8786
18.4,-0.8,-28.2682
19.2,-0.8,-25.4704
20,-0.8,-29.089
-20,0,-10.2001
-19.2,0,-17.0028
-18.4,0,-10.9915
-17.6,0,-15.7874
-16.8,0,-6.58522
-16,0,-9.69976
-15.2,0,-9.98453
-14.4,0,-7.34735
-13.6,0,-10.1789
-12.8,0,-12.7513
-12,0,-11.6964
-11.2,0,-13.275
-10.4,0,-14.4879
-9.6,0,-15.7467
-8.8,0,-14.8453
-8,0,-13.6092
-7.2,0,-15.4967
-6.4,0,-14.4831
-5.6,0,-10.2256
-4.8,0,-11.2939
-4,0,-13.4342
-3.2,0,-12.8613
-2.4,0,-8.77903
-1.6,0,-4.65289
-0.8,0,-14.6869
0,0,-18.3483
0.8,0,-15.3335
1.6,0,-17.224
2.4,0,-16.7146
3.2,0,-15.5718
4,0,-21.3257
4.8,0,-17.4051
5.6,0,-18.5121
6.4,0,-18.3556
7.2,0,-18.7303
8,0,-24.3721
8.8,0,-19.0549
9.6,0,-23.5983
10.4,0,-20.0044
11.2,0,-25.385
12,0,-25.0252
12.8,0,-24.6141
13.6,0,-36.5332
14.4,0,-24.1171
15.2,0,-25.9635
16,0,-29.0909
16.8,0,-29.5698
17.6,0,-24.8196
18.4,0,-26.1924
19.2,0,-26.7313
20,0,-25.6273
-20,0.8,-9.95563
-19.2,0.8,-8.54424
-18.4,0.8,-6.10347
-17.6,0.8,-14.4662
-16.8,0.8,-8.7281
-16,0.8,-9.43555
-15.2,0.8,-4.51776
-14.4,0.8,-9.86341
-13.6,0.8,-1.06331
-12.8,0.8,-8.31297
-12,0.8,-4.53175
-11.2,0.8,-11.4068
-10.4,0.8,-13.3633
-9.6,0.8,-9.60086
-8.8,0.8,-26.1518
-8,0.8,-17.0704
-7.2,0.8,-11.788
-6.4,0.8,-12.5453
-5.6,0.8,-13.0102
-4.8,0.8,-10.7972
-4,0.8,-10.8417
-3.2,0.8,-10.5411
-2.4,0.8,-12.2636
-1.6,0.8,-8.13607
-0.8,0.8,-12.8737
0,0.8,-13.6029
0.8,0.8,-15.1566
1.6,0.8,-15.541
2.4,0.8,-20.7251
3.2,0.8,-13.9609
4,0.8,-18.3204
4.8,0.8,-23.9971
5.6,0.8,-16.4789
6.4,0.8,-26.4112
7.2,0.8,-19.8444
8,0.8,-20.4283
8.8,0.8,-19.4083
9.6,0.8,-23.979
10.4,0.8,-19.2782
11.2,0.8,-22.6455
12,0.8,-20.8461
12.8,0.8,-27.8522
13.6,0.8,-20.1434
14.4,0.8,-20.9102
15.2,0.8,-22.4755
16,0.8,-24.6978
16.8,0.8,-23.7491
17.6,0.8,-22.0499
18.4,0.8,-29.0838
19.2,0.8,-27.1758
20,0.8,-24.2055
-20,1.6,-12.2825
-19.2,1.6,-10.4578
-18.4,1.6,-11.1788
-17.6,1.6,-12.7919
-16.8,1.6,-13.1208
-16,1.6,-13.2532
-15.2,1.6,-13.8321
-14.4,1.6,-11.0458
-13.6,1.6,0.998553
-12.8,1.6,-5.60864
-12,1.6,-6.77227
-11.2,1.6,-15.0811
-10.4,1.6,-15.0291
-9.6,1.6,-15.6904
-8.8,1.6,-14.9171
-8,1.6,-10.6605
-7.2,1.6,-10.1734
-6.4,1.6,-11.4877
-5.6,1.6,-14.2326
-4.8,1.6,-12.9919
-4,1.6,-10.5839
-3.2,1.6,-13.723
-2.4,1.6,-11.6592
-1.6,1.6,-8.3808
-0.8,1.6,-3.36833
0,1.6,-11.6446
0.8,1.6,-12.5686
1.6,1.6,-19.2372
2.4,1.6,-13.8111
3.2,1.6,-17.9029
4,1.6,-16.8891
4.8,1.6,-20.9462
5.6,1.6,-19.3425
6.4,1.6,-19.9874
7.2,1.6,-23.5789
8,1.6,-26.2964
8.8,1.6,-19.3764
9.6,1.6,-20.2814
10.4,1.6,-20.5801
11.2,1.6,-24.6284
12,1.6,-21.064
12.8,1.6,-12.3071
13.6,1.6,-27.8835
14.4,1.6,-25.7671
15.2,1.6,-23.2872
16,1.6,-29.568
16.8,1.6,-32.0098
17.6,1.6,-27.4266
18.4,1.6,-30.9422
19.2,1.6,-24.8828
20,1.6,-28.4165
-20,2.4,-10.3548
-19.2,2.4,-9.4765
-18.4,2.4,-9.08782
-17.6,2.4,-13.8783
-16.8,2.4,-9.33447
-16,2.4,-6.39773
-15.2,2.4,-7.71159
-14.4,2.4,4.50375
-13.6,2.4,-2.5164
-12.8,2.4,-4.52208
-12,2.4,1.23604
-11.2,2.4,-9.19612
-10.4,2.4,-5.25651
-9.6,2.4,-9.12908
-8.8,2.4,-16.5355
-8,2.4,-7.66917
-7.2,2.4,-20.1601
-6.4,2.4,-5.93212
-5.6,2.4,-6.2255
-4.8,2.4,-6.8419
-4,2.4,-7.25106
-3.2,2.4,-11.5466
-2.4,2.4,-7.29408
-1.6,2.4,-12.1983
-0.8,2.4,-11.2957
0,2.4,-12.6039
0.8,2.4,-11.3371
1.6,2.4,-15.4913
2.4,2.4,-13.9002
3.2,2.4,-17.8519
4,2.4,-17.6174
4.8,2.4,-16.4423
5.6,2.4,-19.8741
6.4,2.4,-23.6687
7.2,2.4,-17.8502
8,2.4,-24.354
8.8,2.4,-21.0919
9.6,2.4,-20.9085
10.4,2.4,-20.2145
11.2,2.4,-24.6473
12,2.4,-27.1587
12.8,2.4,-20.6304
13.6,2.4,-30.9493
14.4,2.4,-30.5063
15.2,2.4,-24.9057
16,2.4,-27.6148
16.8,2.4,-24.8012
17.6,2.4,-26.2332
18.4,2.4,-28.2727
19.2,2.4,-28.7692
20,2.4,-23.4943
-20,3.2,-11.8694
-19.2,3.2,-11.1707
-18.4,3.2,-8.03658
-17.6,3.2,-11.0846
-16.8,3.2,-11.4778
-16,3.2,-4.76673
-15.2,3.2,-2.9213
-14.4,3.2,0.440993
-13.6,3.2,-6.56323
-12.8,3.2,-4.23387
-12,3.2,-7.14863
-11.2,3.2,-2.45196
-10.4,3.2,-8.52815
-9.6,3.2,-8.07291
-8.8,3.2,-8.32124
-8,3.2,-6.33566
-7.2,3.2,-8.97521
-6.4,3.2,9.4117
-5.6,3.2,-4.84106
-4.8,3.2,-13.1657
-4,3.2,3.82778
-3.2,3.2,-8.50933
-2.4,3.2,-10.0201
-1.6,3.2,-13.2268
-0.8,3.2,-3.20745
0,3.2,-11.4394
0.8,3.2,5.72804
1.6,3.2,-18.34
2.4,3.2,-17.458
3.2,3.2,-8.10672
4,3.2,-14.4021
4.8,3.2,-22.6384
5.6,3.2,-0.520422
6.4,3.2,-16.7811
7.2,3.2,-21.7639
8,3.2,-21.8057
8.8,3.2,-23.9612
9.6,3.2,-20.3593
10.4,3.2,-18.9035
11.2,3.2,-20.0488
12,3.2,-23.3694
12.8,3.2,-26.1979
13.6,3.2,-23.0823
14.4,3.2,-22.4859
15.2,3.2,-20.363
16,3.2,-24.8979
16.8,3.2,-23.6858
17.6,3.2,-20.5291
18.4,3.2,-23.1424
19.2,3.2,-24.6823
20,3.2,-22.3095
-20,4,-11.8287
-19.2,4,-6.726
-18.4,4,-7.13277
-17.6,4,-6.76897
-16.8,4,-4.14952
-16,4,-4.96714
-15.2,4,-4.3493
-14.4,4,-10.2053
-13.6,4,-11.5121
-12.8,4,1.14954
-12,4,-4.56447
-11.2,4,-6.91686
-10.4,4,-5.44317
-9.6,4,-4.33022
-8.8,4,-4.0695
-8,4,-3.55564
-7.2,4,-3.46426
-6.4,4,-9.37124
-5.6,4,-5.84477
-4.8,4,-4.32376
-4,4,-3.83716
-3.2,4,-12.3594
-2.4,4,-14.8574
-1.6,4,-8.25992
-0.8,4,-14.6807
0,4,-21.1118
0.8,4,-18.0185
1.6,4,-20.376
2.4,4,-16.5341
3.2,4,-14.1698
4,4,-16.2111
4.8,4,-14.372
5.6,4,-18.9122
6.4,4,-20.8716
7.2,4,-1.46111
8,4,-26.3968
8.8,4,-22.4159
9.6,4,-23.6881
10.4,4,-25.6602
11.2,4,-23.6434
12,4,-24.9091
12.8,4,-29.6063
13.6,4,-26.7408
14.4,4,-26.4182
15.2,4,-27.1118
16,4,-22.6561
16.8,4,-22.718
17.6,4,-24.7821
18.4,4,-22.4434
19.2,4,-19.6468
20,4,-21.6538
-20,4.8,-9.81502
-19.2,4.8,-4.20081
-18.4,4.8,-6.9365
-17.6,4.8,-5.03795
-16.8,4.8,-5.53869
-16,4.8,-9.16558
-15.2,4.8,-6.14269
-14.4,4.8,-4.20987
-13.6,4.8,-5.74783
-12.8,4.8,-7.91155
-12,4.8,-4.164
-11.2,4.8,-0.253008
-10.4,4.8,-7.61547
-9.6,4.8,2.50199
-8.8,4.8,-0.964062
-8,4.8,-6.23928
-7.2,4.8,0.277445
-6.4,4.8,-3.13724
-5.6,4.8,-7.21604
-4.8,4.8,-5.77275
-4,4.8,-9.29911
-3.2,4.8,-4.44811
-2.4,4.8,-7.63097
-1.6,4.8,-19.3575
-0.8,4.8,-10.9601
0,4.8,-12.6699
0.8,4.8,-15.6474
1.6,4.8,-13.8414
2.4,4.8,-18.5958
3.2,4.8,-15.063
4,4.8,-18.1077
4.8,4.8,-15.2218
5.6,4.8,-14.1716
6.4,4.8,-21.066
7.2,4.8,-16.9577
8,4.8,-23.2026
8.8,4.8,-27.3755
9.6,4.8,-23.4141
10.4,4.8,-21.6996
11.2,4.8,-25.5759
12,4.8,-22.5239
12.8,4.8,-18.1154
13.6,4.8,-18.2103
14.4,4.8,-21.0563
15.2,4.8,-21.0131
16,4.8,-22.3793
16.8,4.8,-24.7583
17.6,4.8,-19.3122
18.4,4.8,-19.2179
19.2,4.8,-19.6884
20,4.8,-19.2293
-20,5.6,-5.92854
-19.2,5.6,-6.92041
-18.4,5.6,-10.7067
-17.6,5.6,-10.3933
-16.8,5.6,2.70543
-16,5.6,-8.58385
-15.2,5.6,-5.26632
-14.4,5.6,-8.7221
-13.6,5.6,-10.2779
-12.8,5.6,-8.94945
-12,5.6,3.11607
-11.2,5.6,2.43628
-10.4,5.6,-7.91097
-9.6,5.6,-9.33366
-8.8,5.6,-6.34988
-8,5.6,-8.59882
-7.2,5.6,-6.01748
-6.4,5.6,-5.00615
-5.6,5.6,-9.84097
-4.8,5.6,-10.4588
-4,5.6,-16.3021
-3.2,5.6,-14.5104
-2.4,5.6,-15.9129
-1.6,5.6,-15.2736
-0.8,5.6,-14.4072
0,5.6,-16.7917
0.8,5.6,-15.6908
1.6,5.6,-16.2579
2.4,5.6,-19.1941
3.2,5.6,-15.7967
4,5.6,-19.1536
4.8,5.6,-20.3784
5.6,5.6,-20.8557
6.4,5.6,-19.6716
7.2,5.6,-20.7399
8,5.6,-18.8054
8.8,5.6,-29.2593
9.6,5.6,-29.5349
10.4,5.6,-25.1227
11.2,5.6,-29.2486
12,5.6,-22.5466
12.8,5.6,-23.554
13.6,5.6,-25.7959
14.4,5.6,-24.888
15.2,5.6,-23.9187
16,5.6,-22.1594
16.8,5.6,-20.7881
17.6,5.6,-17.5016
18.4,5.6,-18.73
19.2,5.6,-19.9582
20,5.6,-25.7594
-20,6.4,-14.205
-19.2,6.4,-9.39607
-18.4,6.4,-11.751
-17.6,6.4,-7.94417
-16.8,6.4,2.04272
-16,6.4,-6.94667
-15.2,6.4,-3.88307
-14.4,6.4,-7.42774
-13.6,6.4,0.688028
-12.8,6.4,-11.8395
-12,6.4,-11.1903
-11.2,6.4,2.58644
-10.4,6.4,-13.5969
-9.6,6.4,-13.3509
-8.8,6.4,-10.0158
-8,6.4,-6.45265
-7.2,6.4,-9.14326
-6.4,6.4,-13.5654
-5.6,6.4,-6.67826
-4.8,6.4,-10.9276
-4,6.4,-16.6928
-3.2,6.4,-15.0657
-2.4,6.4,-16.4617
-1.6,6.4,-10.3001
-0.8,6.4,-16.7116
0,6.4,-12.2773
0.8,6.4,-13.0709
1.6,6.4,-19.5322
2.4,6.4,-27.6867
3.2,6.4,-19.3573
4,6.4,-18.4258
4.8,6.4,-17.4462
5.6,6.4,-26.6172
6.4,6.4,-19.2651
7.2,6.4,-25.9108
8,6.4,-24.6524
8.8,6.4,-21.8338
9.6,6.4,-20.4187
10.4,6.4,-24.5013
11.2,6.4,-19.5813
12,6.4,-24.5347
12.8,6.4,-22.3971
13.6,6.4,-27.6868
14.4,6.4,-28.3254
15.2,6.4,-22.7373
16,6.4,-24.5845
16.8,6.4,-26.4467
17.6,6.4,-23.6894
18.4,6.4,-19.7241
19.2,6.4,-19.393
20,6.4,-21.5608
-20,7.2,-8.36489
-19.2,7.2,-10.7516
-18.4,7.2,-8.77888
-17.6,7.2,-7.99211
-16.8,7.2,-11.8248
-16,7.2,-13.0369
-15.2,7.2,-9.15887
-14.4,7.2,-6.68786
-13.6,7.2,-8.28026
-12.8,7.2,0.835164
-12,7.2,-3.9719
-11.2,7.2,-5.47261
-10.4,7.2,-11.4601
-9.6,7.2,-13.5539
-8.8,7.2,-11.1492
-8,7.2,-15.0918
-7.2,7.2,-9.81828
-6.4,7.2,-10.6788
-5.6,7.2,-8.4659
-4.8,7.2,-11.3789
-4,7.2,-15.4946
-3.2,7.2,-11.5577
-2.4,7.2,-10.6734
-1.6,7.2,-13.745
-0.8,7.2,-12.5185
0,7.2,-18.7899
0.8,7.2,-15.2667
1.6,7.2,-14.1919
2.4,7.2,-19.0476
3.2,7.2,-18.7814
4,7.2,-22.4861
4.8,7.2,-16.3025
5.6,7.2,-22.648
6.4,7.2,-17.8918
7.2,7.2,-19.0792
8,7.2,-24.775
8.8,7.2,-17.7869
9.6,7.2,-20.4387
10.4,7.2,-26.4211
11.2,7.2,-19.8457
12,7.2,-20.895
12.8,7.2,-27.6645
13.6,7.2,-22.875
14.4,7.2,-22.625
15.2,7.2,-21.7621
16,7.2,-25.6377
16.8,7.2,-21.6534
17.6,7.2,-23.1622
18.4,7.2,-26.7669
19.2,7.2,-24.9366
20,7.2,-23.1712
-20,8,-8.17784
-19.2,8,-6.54053
-18.4,8,-8.91818
-17.6,8,-1.13775
-16.8,8,2.83904
-16,8,-10.2515
-15.2,8,-3.24785
-14.4,8,-0.0196559
-13.6,8,-3.69008
-12.8,8,-8.41065
-12,8,-3.83482
-11.2,8,-2.60568
-10.4,8,-11.6721
-9.6,8,-8.04558
-8.8,8,-10.3321
-8,8,-13.628
-7.2,8,-12.8373
-6.4,8,-13.797
-5.6,8,-12.1796
-4.8,8,-9.69816
-4,8,-10.1351
-3.2,8,-10.0801
-2.4,8,-12.4681
-1.6,8,-14.8772
-0.8,8,-14.3511
0,8,-13.5261
0.8,8,-13.1001
1.6,8,-24.2485
2.4,8,-14.6567
3.2,8,-19.3693
4,8,-16.8793
4.8,8,-18.1473
5.6,8,-17.3168
6.4,8,-22.8837
7.2,8,-32.4785
8,8,-18.4859
8.8,8,-20.4115
9.6,8,-23.1597
10.4,8,-22.4619
11.2,8,-22.2545
12,8,-19.299
12.8,8,-19.2597
13.6,8,-25.5864
14.4,8,-26.1925
15.2,8,-18.4279
16,8,-26.6266
16.8,8,-21.705
17.6,8,-20.5108
18.4,8,-24.453
19.2,8,-25.7556
20,8,-27.2862
-20,8.8,-7.36155
-19.2,8.8,-7.18222
-18.4,8.8,-4.35068
-17.6,8.8,-5.08501
-16.8,8.8,-5.54911
-16,8.8,-4.87908
-15.2,8.8,-7.39234
-14.4,8.8,-4.27203
-13.6,8.8,-7.74546
-12.8,8.8,-9.36192
-12,8.8,-7.70485
-11.2,8.8,-4.87721
-10.4,8.8,-8.70913
-9.6,8.8,-9.75677
-8.8,8.8,-10.6777
-8,8.8,-13.3554
-7.2,8.8,-12.6172
-6.4,8.8,-9.96761
-5.6,8.8,-14.2589
-4.8,8.8,-7.88772
-4,8.8,-14.8339
-3.2,8.8,-12.3145
-2.4,8.8,-10.4704
-1.6,8.8,-11.0583
-0.8,8.8,-9.70738
0,8.8,-17.8001
0.8,8.8,-18.5991
1.6,8.8,-16.5388
2.4,8.8,-18.2227
3.2,8.8,-26.0811
4,8.8,-22.7637
4.8,8.8,-21.4117
5.6,8.8,-21.9803
6.4,8.8,-18.994
7.2,8.8,-20.1089
8,8.8,-19.3101
8.8,8.8,-18.634
9.6,8.8,-25.9799
10.4,8.8,-21.4443
11.2,8.8,-23.8396
12,8.8,-25.5195
12.8,8.8,-23.1625
13.6,8.8,-23.2686
14.4,8.8,-26.3817
15.2,8.8,-23.3757
16,8.8,-22.7082
16.8,8.8,-23.7405
17.6,8.8,-27.7428
18.4,8.8,-23.5957
19.2,8.8,-25.1287
20,8.8,-21.6875
-20,9.6,-8.77278
-19.2,9.6,-0.866944
-18.4,9.6,-3.43924
-17.6,9.6,2.60005
-16.8,9.6,-8.30861
-16,9.6,-1.67951
-15.2,9.6,1.37235
-14.4,9.6,-5.61565
-13.6,9.6,-7.92005
-12.8,9.6,-9.62219
-12,9.6,-7.45348
-11.2,9.6,-5.73965
-10.4,9.6,-11.3563
-9.6,9.6,-8.80491
-8.8,9.6,-9.12534
-8,9.6,-10.9426
-7.2,9.6,-10.5705
-6.4,9.6,-14.8058
-5.6,9.6,-13.6914
-4.8,9.6,-16.1009
-4,9.6,-14.6257
-3.2,9.6,-13.2201
-2.4,9.6,-13.6215
-1.6,9.6,-9.79536
-0.8,9.6,-10.5414
0,9.6,-14.9165
0.8,9.6,-12.0855
1.6,9.6,-20.3795
2.4,9.6,-18.3422
3.2,9.6,-17.8434
4,9.6,-18.5099
4.8,9.6,-17.1188
5.6,9.6,-18.2397
6.4,9.6,-28.2218
7.2,9.6,-28.8256
8,9.6,-22.87
8.8,9.6,-26.1616
9.6,9.6,-21.4211
10.4,9.6,-26.0846
11.2,9.6,-25.351
12,9.6,-27.0285
12.8,9.6,-29.2768
13.6,9.6,-26.2232
14.4,9.6,-25.5217
15.2,9.6,-24.1455
16,9.6,-24.3436
16.8,9.6,-24.131
17.6,9.6,-21.7901
18.4,9.6,-30.3392
19.2,9.6,-24.5622
20,9.6,-22.328
-20,10.4,-0.816928
-19.2,10.4,-1.55311
-18.4,10.4,-0.216347
-17.6,10.4,-0.44513
-16.8,10.4,-6.24634
-16,10.4,-4.13553
-15.2,10.4,-1.17288
-14.4,10.4,-7.54896
-13.6,10.4,-11.9828
-12.8,10.4,-3.83209
-12,10.4,-3.37263
-11.2,10.4,-9.61139
-10.4,10.4,-9.52103
-9.6,10.4,-12.8927
-8.8,10.4,-8.49771
-8,10.4,-18.8924
-7.2,10.4,-10.7753
-6.4,10.4,-12.3405
-5.6,10.4,-10.1508
-4.8,10.4,-12.4674
-4,10.4,-8.98317
-3.2,10.4,-15.9797
-2.4,10.4,-12.2282
-1.6,10.4,-12.2093
-0.8,10.4,-19.5791
0,10.4,-13.2511
