_u,_v,dB(NearETotal)
-13,-6.5,8.40004
-12.5,-6.5,-8.33716
-12,-6.5,-14.0809
-11.5,-6.5,-8.89349
-11,-6.5,-13.8795
-10.5,-6.5,-8.50426
-10,-6.5,-10.4035
-9.5,-6.5,-11.6031
-9,-6.5,-14.882
-8.5,-6.5,-19.682
-8,-6.5,-9.00757
-7.5,-6.5,-7.58957
-7,-6.5,-8.00414
-6.5,-6.5,-8.26822
-6,-6.5,-2.42037
-5.5,-6.5,-4.85438
-5,-6.5,-8.10234
-4.5,-6.5,-14.1553
-4,-6.5,-6.08475
-3.5,-6.5,-4.65129
-3,-6.5,-2.25988
-2.5,-6.5,-4.7357
-2,-6.5,-4.20211
-1.5,-6.5,-10.5775
-1,-6.5,-8.67481
-0.5,-6.5,-6.78602
0,-6.5,-10.9612
0.5,-6.5,-8.67409
1,-6.5,-16.1681
1.5,-6.5,-13.8825
2,-6.5,-8.16832
2.5,-6.5,-11.2243
3,-6.5,-12.8618
3.5,-6.5,-5.99821
4,-6.5,-10.1394
4.5,-6.5,-13.0166
5,-6.5,-18.1579
5.5,-6.5,-11.5834
6,-6.5,-12.167
6.5,-6.5,-15.4787
7,-6.5,-10.4934
7.5,-6.5,-10.971
8,-6.5,-13.5556
8.5,-6.5,-15.4513
9,-6.5,-19.9896
9.5,-6.5,-13.6293
10,-6.5,-19.5176
10.5,-6.5,-16.5256
11,-6.5,-12.1701
11.5,-6.5,-21.286
12,-6.5,-21.788
12.5,-6.5,-12.2406
13,-6.5,-11.9784
13.5,-6.5,-11.9896
14,-6.5,-13.8349
14.5,-6.5,-15.509
15,-6.5,-13.8404
-15,-6,8.05796
-14.5,-6,9.62635
-14,-6,7.75755
-13.5,-6,3.97528
-13,-6,11.5724
-12.5,-6,4.54696
-12,-6,-1.09937
-11.5,-6,-5.17823
-11,-6,-5.48403
-10.5,-6,-10.0126
-10,-6,-12.3242
-9.5,-6,-10.1723
-9,-6,-7.80976
-8.5,-6,-6.23593
-8,-6,-6.7406
-7.5,-6,-8.47228
-7,-6,-1.57215
-6.5,-6,-2.38004
-6,-6,-5.16186
-5.5,-6,-10.8118
-5,-6,-6.59524
-4.5,-6,-2.92127
-4,-6,-2.71577
-3.5,-6,-2.6033
-3,-6,-3.66873
-2.5,-6,-9.19394
-2,-6,-8.07806
-1.5,-6,-8.77613
-1,-6,-13.0712
-0.5,-6,-12.2779
0,-6,-16.1755
0.5,-6,-10.1956
1,-6,-11.3346
1.5,-6,-17.9608
2,-6,-12.7617
2.5,-6,-11.8103
3,-6,-14.6005
3.5,-6,-18.821
4,-6,-14.9083
4.5,-6,-22.0706
5,-6,-13.694
5.5,-6,-18.7717
6,-6,-15.9949
6.5,-6,-17.7299
7,-6,-18.5323
7.5,-6,-16.2296
8,-6,-15.3536
8.5,-6,-16.5817
9,-6,-16.4963
9.5,-6,-12.753
10,-6,-13.6767
10.5,-6,-18.3855
11,-6,-12.2439
11.5,-6,-12.3508
12,-6,-12.6827
12.5,-6,-10.0641
13,-6,-9.49909
13.5,-6,-15.9453
14,-6,-12.6877
14.5,-6,-15.2385
15,-6,-13.3314
-15,-5.5,9.04413
-14.5,-5.5,10.5157
-14,-5.5,7.78369
-13.5,-5.5,10.3841
-13,-5.5,10.1598
-12.5,-5.5,5.10615
-12,-5.5,0.784625
-11.5,-5.5,-6.60736
-11,-5.5,-2.83479
-10.5,-5.5,-5.53971
-10,-5.5,-11.3587
-9.5,-5.5,-6.25695
-9,-5.5,-2.73369
-8.5,-5.5,-4.73805
-8,-5.5,-6.23867
-7.5,-5.5,-2.62989
-7,-5.5,-1.49615
-6.5,-5.5,-7.28333
-6,-5.5,-10.1972
-5.5,-5.5,-4.20696
-5,-5.5,-5.37633
-4.5,-5.5,-3.82031
-4,-5.5,-3.94902
-3.5,-5.5,-6.21713
-3,-5.5,-10.2099
-2.5,-5.5,-10.3648
-2,-5.5,-14.4705
-1.5,-5.5,-13.5356
-1,-5.5,-15.0747
-0.5,-5.5,-7.42699
0,-5.5,-11.8857
0.5,-5.5,-14.2225
1,-5.5,-12.9775
1.5,-5.5,-10.5934
2,-5.5,-8.57021
2.5,-5.5,-20.0956
3,-5.5,-12.529
3.5,-5.5,-14.3943
4,-5.5,-16.4075
4.5,-5.5,-15.0874
5,-5.5,-9.10743
5.5,-5.5,-16.9022
6,-5.5,-17.2391
6.5,-5.5,-13.8773
7,-5.5,-15.4316
7.5,-5.5,-14.7523
8,-5.5,-21.7924
8.5,-5.5,-10.5779
9,-5.5,-17.2966
9.5,-5.5,-14.8283
10,-5.5,-16.7177
10.5,-5.5,-19.3604
11,-5.5,-18.1623
11.5,-5.5,-13.0379
12,-5.5,-16.8881
12.5,-5.5,-15.6064
13,-5.5,-15.2809
13.5,-5.5,-14.3244
14,-5.5,-16.984
14.5,-5.5,-16.5153
15,-5.5,-10.1967
-15,-5,11.9148
-14.5,-5,12.8804
-14,-5,9.40327
-13.5,-5,7.9858
-13,-5,7.6449
-12.5,-5,2.80315
-12,-5,-7.35136
-11.5,-5,-6.41722
-11,-5,-9.74416
-10.5,-5,-8.81001
-10,-5,-5.8642
-9.5,-5,-7.71487
-9,-5,-6.90937
-8.5,-5,-7.06865
-8,-5,-0.067946
-7.5,-5,-2.2661
-7,-5,-9.44093
-6.5,-5,-5.39872
-6,-5,-5.23735
-5.5,-5,-2.10262
-5,-5,-4.03765
-4.5,-5,-6.43773
-4,-5,-7.45844
-3.5,-5,-7.3829
-3,-5,-14.4431
-2.5,-5,-14.4221
-2,-5,-10.323
-1.5,-5,-10.5103
-1,-5,-14.5581
-0.5,-5,-13.163
0,-5,-14.6544
0.5,-5,-11.0625
1,-5,-12.146
1.5,-5,-11.2774
2,-5,-20.4271
2.5,-5,-17.6459
3,-5,-12.0411
3.5,-5,-8.30889
4,-5,-12.9373
4.5,-5,-11.7995
5,-5,-18.1854
5.5,-5,-10.1214
6,-5,-18.6222
6.5,-5,-17.0112
7,-5,-16.9504
7.5,-5,-13.9807
8,-5,-11.4248
8.5,-5,-15.7701
9,-5,-16.1885
9.5,-5,-15.9198
10,-5,-12.7531
10.5,-5,-10.6844
11,-5,-17.7648
11.5,-5,-21.1074
12,-5,-13.282
12.5,-5,-13.9834
13,-5,-15.6837
13.5,-5,-12.0333
14,-5,-14.3287
14.5,-5,-15.0393
15,-5,-12.9873
-15,-4.5,6.20761
-14.5,-4.5,10.0893
-14,-4.5,5.71952
-13.5,-4.5,6.0585
-13,-4.5,4.96526
-12.5,-4.5,0.845149
-12,-4.5,-6.4312
-11.5,-4.5,-5.41428
-11,-4.5,-1.25412
-10.5,-4.5,-7.47079
-10,-4.5,-5.76422
-9.5,-4.5,-4.76774
-9,-4.5,-5.18206
-8.5,-4.5,0.937354
-8,-4.5,-6.12949
-7.5,-4.5,-9.59248
-7,-4.5,-4.94019
-6.5,-4.5,-0.321122
-6,-4.5,-1.18504
-5.5,-4.5,-2.79119
-5,-4.5,-8.20095
-4.5,-4.5,-8.91777
-4,-4.5,-12.6999
-3.5,-4.5,-9.95367
-3,-4.5,-10.9053
-2.5,-4.5,-13.453
-2,-4.5,-7.0884
-1.5,-4.5,-13.193
-1,-4.5,-11.3882
-0.5,-4.5,-14.8433
0,-4.5,-13.5471
0.5,-4.5,-12.1837
1,-4.5,-11.702
1.5,-4.5,-11.8983
2,-4.5,-14.7823
2.5,-4.5,-11.6702
3,-4.5,-18.3818
3.5,-4.5,-12.0507
4,-4.5,-13.7867
4.5,-4.5,-16.1246
5,-4.5,-11.2945
5.5,-4.5,-16.5835
6,-4.5,-14.8249
6.5,-4.5,-9.98684
7,-4.5,-17.971
7.5,-4.5,-14.3595
8,-4.5,-9.96213
8.5,-4.5,-10.8309
9,-4.5,-13.2582
9.5,-4.5,-13.7909
10,-4.5,-17.2825
10.5,-4.5,-12.3707
11,-4.5,-17.1371
11.5,-4.5,-16.5705
12,-4.5,-17.7384
12.5,-4.5,-23.0972
13,-4.5,-15.7502
13.5,-4.5,-17.8702
14,-4.5,-14.2902
14.5,-4.5,-15.336
15,-4.5,-13.096
-15,-4,-3.11787
-14.5,-4,2.93221
-14,-4,0.885975
-13.5,-4,0.279401
-13,-4,0.573817
-12.5,-4,-1.22973
-12,-4,-0.791857
-11.5,-4,-2.50274
-11,-4,-6.80094
-10.5,-4,-6.45272
-10,-4,-6.29767
-9.5,-4,-0.628563
-9,-4,-0.163005
-8.5,-4,-10.1251
-8,-4,-6.21546
-7.5,-4,0.393945
-7,-4,0.339866
-6.5,-4,-2.47379
-6,-4,-8.55733
-5.5,-4,-9.44388
-5,-4,-13.308
-4.5,-4,-11.1724
-4,-4,-10.31
-3.5,-4,-8.10924
-3,-4,-7.45345
-2.5,-4,-14.0736
-2,-4,-10.6109
-1.5,-4,-22.3026
-1,-4,-16.1683
-0.5,-4,-15.3979
0,-4,-17.9069
0.5,-4,-9.44516
1,-4,-9.26039
1.5,-4,-10.0194
2,-4,-16.2085
2.5,-4,-17.0544
3,-4,-13.4818
3.5,-4,-11.6669
4,-4,-14.4222
4.5,-4,-12.1435
5,-4,-13.5879
5.5,-4,-14.214
6,-4,-18.8029
6.5,-4,-15.0406
7,-4,-14.2009
7.5,-4,-12.6222
8,-4,-13.4965
8.5,-4,-14.813
9,-4,-19.9254
9.5,-4,-16.0457
10,-4,-16.9346
10.5,-4,-11.3837
11,-4,-20.7989
11.5,-4,-14.3407
12,-4,-19.9171
12.5,-4,-13.3958
13,-4,-19.4067
13.5,-4,-16.2948
14,-4,-16.6799
14.5,-4,-13.3793
15,-4,-11.7998
-15,-3.5,-3.09539
-14.5,-3.5,-3.26791
-14,-3.5,-0.329341
-13.5,-3.5,-2.32558
-13,-3.5,2.0274
-12.5,-3.5,-2.67031
-12,-3.5,-3.3574
-11.5,-3.5,-4.68585
-11,-3.5,-1.5177
-10.5,-3.5,-5.26335
-10,-3.5,1.8141
-9.5,-3.5,-1.37516
-9,-3.5,-8.51538
-8.5,-3.5,1.23554
-8,-3.5,1.65844
-7.5,-3.5,-3.12558
-7,-3.5,-6.41218
-6.5,-3.5,-14.745
-6,-3.5,-13.0308
-5.5,-3.5,-9.89414
-5,-3.5,-8.75551
-4.5,-3.5,-7.68966
-4,-3.5,-10.1204
-3.5,-3.5,-9.65295
-3,-3.5,-17.9698
-2.5,-3.5,-12.3663
-2,-3.5,-13.7819
-1.5,-3.5,-15.323
-1,-3.5,-16.0963
-0.5,-3.5,-14.2014
0,-3.5,-16.2555
0.5,-3.5,-19.5656
1,-3.5,-13.7704
1.5,-3.5,-16.0317
2,-3.5,-15.7889
2.5,-3.5,-12.6668
3,-3.5,-10.5804
3.5,-3.5,-17.0761
4,-3.5,-13.6111
4.5,-3.5,-13.6313
5,-3.5,-16.3464
5.5,-3.5,-14.8623
6,-3.5,-15.7979
6.5,-3.5,-21.8044
7,-3.5,-18.8645
7.5,-3.5,-14.0623
8,-3.5,-18.2133
8.5,-3.5,-15.9622
9,-3.5,-15.5772
9.5,-3.5,-12.2398
10,-3.5,-16.6134
10.5,-3.5,-19.8433
11,-3.5,-17.0847
11.5,-3.5,-14.7108
12,-3.5,-16.7384
12.5,-3.5,-16.2003
13,-3.5,-20.0161
13.5,-3.5,-18.903
14,-3.5,-21.9548
14.5,-3.5,-15.6945
15,-3.5,-13.7771
-15,-3,6.91767
-14.5,-3,7.04961
-14,-3,1.91407
-13.5,-3,1.28701
-13,-3,-0.354094
-12.5,-3,0.296647
-12,-3,-6.22443
-11.5,-3,-0.877657
-11,-3,-0.530494
-10.5,-3,4.19603
-10,-3,-4.84343
-9.5,-3,2.24853
-9,-3,2.51216
-8.5,-3,-1.38836
-8,-3,-6.35225
-7.5,-3,-9.40715
-7,-3,-6.87976
-6.5,-3,-7.35544
-6,-3,-8.21989
-5.5,-3,-7.8383
-5,-3,-10.0372
-4.5,-3,-7.07829
-4,-3,-11.8098
-3.5,-3,-14.2629
-3,-3,-13.7715
-2.5,-3,-8.10136
-2,-3,-8.94455
-1.5,-3,-17.0113
-1,-3,-13.2338
-0.5,-3,-12.6174
0,-3,-13.6253
0.5,-3,-17.1626
1,-3,-11.3843
1.5,-3,-17.3941
2,-3,-15.843
2.5,-3,-16.7501
3,-3,-13.8731
3.5,-3,-13.8902
4,-3,-16.2977
4.5,-3,-17.5788
5,-3,-15.5072
5.5,-3,-11.0977
6,-3,-21.9961
6.5,-3,-17.0223
7,-3,-15.3458
7.5,-3,-17.2481
8,-3,-16.2489
8.5,-3,-15.0299
9,-3,-17.8741
9.5,-3,-14.5075
10,-3,-14.5652
10.5,-3,-13.1858
11,-3,-12.4315
11.5,-3,-15.774
12,-3,-13.9198
12.5,-3,-20.0998
13,-3,-17.8076
13.5,-3,-20.9996
14,-3,-15.922
14.5,-3,-12.7183
15,-3,-21.5932
-15,-2.5,1.21507
-14.5,-2.5,4.34069
-14,-2.5,4.03284
-13.5,-2.5,0.352385
-13,-2.5,2.06555
-12.5,-2.5,-2.04692
-12,-2.5,-3.81391
-11.5,-2.5,0.55272
-11,-2.5,2.61825
-10.5,-2.5,-0.246718
-10,-2.5,4.80918
-9.5,-2.5,-0.107182
-9,-2.5,-6.63185
-8.5,-2.5,-8.18639
-8,-2.5,-7.29858
-7.5,-2.5,-9.95737
-7,-2.5,-13.3333
-6.5,-2.5,-10.8174
-6,-2.5,-8.37583
-5.5,-2.5,-8.01055
-5,-2.5,-8.22844
-4.5,-2.5,-10.4342
-4,-2.5,-11.5771
-3.5,-2.5,-9.1009
-3,-2.5,-13.8118
-2.5,-2.5,-8.73934
-2,-2.5,-10.9061
-1.5,-2.5,-11.5712
-1,-2.5,-13.7995
-0.5,-2.5,-15.698
0,-2.5,-10.4952
0.5,-2.5,-10.5027
1,-2.5,-11.841
1.5,-2.5,-11.8087
2,-2.5,-12.3789
2.5,-2.5,-12.3441
3,-2.5,-15.0628
3.5,-2.5,-13.3207
4,-2.5,-15.1542
4.5,-2.5,-15.2156
5,-2.5,-10.3406
5.5,-2.5,-17.8227
6,-2.5,-15.3004
6.5,-2.5,-15.2948
7,-2.5,-13.1022
7.5,-2.5,-18.4196
8,-2.5,-13.684
8.5,-2.5,-16.8979
9,-2.5,-21.5476
9.5,-2.5,-19.6821
10,-2.5,-16.2314
10.5,-2.5,-13.4327
11,-2.5,-13.5578
11.5,-2.5,-23.2068
12,-2.5,-16.1199
12.5,-2.5,-19.6319
13,-2.5,-14.106
13.5,-2.5,-12.9518
14,-2.5,-17.7149
14.5,-2.5,-19.5044
15,-2.5,-13.6517
-15,-2,5.04619
-14.5,-2,5.04731
-14,-2,4.04217
-13.5,-2,5.92695
-13,-2,0.441281
-12.5,-2,3.49324
-12,-2,3.00515
-11.5,-2,-0.677766
-11,-2,5.72346
-10.5,-2,1.89938
-10,-2,-3.65854
-9.5,-2,-6.25598
-9,-2,-5.24382
-8.5,-2,-6.67418
-8,-2,-10.9437
-7.5,-2,-13.1442
-7,-2,-13.8793
-6.5,-2,-10.6017
-6,-2,-8.02035
-5.5,-2,-9.24455
-5,-2,-9.14363
-4.5,-2,-15.2142
-4,-2,-14.3617
-3.5,-2,-17.2505
-3,-2,-13.6937
-2.5,-2,-17.6076
-2,-2,-9.18866
-1.5,-2,-15.227
-1,-2,-16.2911
-0.5,-2,-12.527
0,-2,-15.0046
0.5,-2,-15.0494
1,-2,-11.1148
1.5,-2,-10.4771
2,-2,-6.90102
2.5,-2,-16.9876
3,-2,-10.5085
3.5,-2,-15.3373
4,-2,-18.9412
4.5,-2,-16.3526
5,-2,-11.4557
5.5,-2,-15.5842
6,-2,-16.6664
6.5,-2,-16.5002
7,-2,-20.7474
7.5,-2,-14.617
8,-2,-15.4952
8.5,-2,-16.2602
9,-2,-19.0967
9.5,-2,-14.6476
10,-2,-16.5514
10.5,-2,-15.4357
11,-2,-15.6871
11.5,-2,-16.1562
12,-2,-18.2958
12.5,-2,-20.4456
13,-2,-26.1251
13.5,-2,-17.5256
14,-2,-17.5249
14.5,-2,-19.5187
15,-2,-13.9721
-15,-1.5,0.156632
-14.5,-1.5,10.6844
-14,-1.5,9.42193
-13.5,-1.5,9.061
-13,-1.5,7.55395
-12.5,-1.5,7.7273
-12,-1.5,5.28107
-11.5,-1.5,4.53357
-11,-1.5,-3.00776
-10.5,-1.5,-2.82457
-10,-1.5,-4.09227
-9.5,-1.5,-9.45577
-9,-1.5,-16.2201
-8.5,-1.5,-11.7452
-8,-1.5,-13.8872
-7.5,-1.5,-19.9182
-7,-1.5,-10.5772
-6.5,-1.5,-14.1059
-6,-1.5,-20.0551
-5.5,-1.5,-10.4418
-5,-1.5,-8.70373
-4.5,-1.5,-7.23767
-4,-1.5,-11.3664
-3.5,-1.5,-16.1787
-3,-1.5,-13.495
-2.5,-1.5,-12.7118
-2,-1.5,-11.5044
-1.5,-1.5,-9.30511
-1,-1.5,-13.9086
-0.5,-1.5,-9.91798
0,-1.5,-11.2706
0.5,-1.5,-17.3591
1,-1.5,-11.6648
1.5,-1.5,-13.5417
2,-1.5,-14.228
2.5,-1.5,-16.8483
3,-1.5,-12.0277
3.5,-1.5,-17.2619
4,-1.5,-14.2367
4.5,-1.5,-15.2066
5,-1.5,-11.6084
5.5,-1.5,-17.865
6,-1.5,-20.216
6.5,-1.5,-18.3536
7,-1.5,-16.3096
7.5,-1.5,-18.3764
8,-1.5,-17.1039
8.5,-1.5,-16.5409
9,-1.5,-16.5619
9.5,-1.5,-14.9387
10,-1.5,-18.2958
10.5,-1.5,-18.3754
11,-1.5,-15.5881
11.5,-1.5,-14.7407
12,-1.5,-14.0152
12.5,-1.5,-20.1162
13,-1.5,-16.1094
13.5,-1.5,-27.7076
14,-1.5,-15.1753
14.5,-1.5,-22.2195
15,-1.5,-18.0216
-15,-1,13.7741
-14.5,-1,12.7664
-14,-1,11.9348
-13.5,-1,12.6775
-13,-1,8.4529
-12.5,-1,9.40568
-12,-1,3.33189
-11.5,-1,-1.11591
-11,-1,-8.92493
-10.5,-1,-9.56145
-10,-1,-9.98207
-9.5,-1,-8.5989
-9,-1,-16.1953
-8.5,-1,-9.64114
-8,-1,-9.73927
-7.5,-1,-11.4177
-7,-1,-11.1203
-6.5,-1,-14.5218
-6,-1,-10.8995
-5.5,-1,-12.7568
-5,-1,-11.96
-4.5,-1,-13.1538
-4,-1,-12.6734
-3.5,-1,-13.4252
-3,-1,-10.7455
-2.5,-1,-15.772
-2,-1,-17.2053
-1.5,-1,-17.4978
-1,-1,-12.6905
-0.5,-1,-12.7374
0,-1,-15.682
0.5,-1,-13.9253
1,-1,-12.2283
1.5,-1,-10.8287
2,-1,-9.83237
2.5,-1,-17.6373
3,-1,-10.7487
3.5,-1,-13.0295
4,-1,-16.4639
4.5,-1,-14.1122
5,-1,-13.4294
5.5,-1,-17.7237
6,-1,-11.4731
6.5,-1,-15.9649
7,-1,-18.5029
7.5,-1,-19.0728
8,-1,-24.7101
8.5,-1,-18.4402
9,-1,-18.1712
9.5,-1,-22.3445
10,-1,-17.2516
10.5,-1,-16.6781
11,-1,-16.3181
11.5,-1,-17.2613
12,-1,-13.1247
12.5,-1,-17.5418
13,-1,-16.8664
13.5,-1,-15.2913
14,-1,-18.3515
14.5,-1,-16.3205
15,-1,-21.3647
-15,-0.5,18.6872
-14.5,-0.5,16.5547
-14,-0.5,12.2125
-13.5,-0.5,15.6936
-13,-0.5,12.8156
-12.5,-0.5,3.87454
-12,-0.5,-2.23795
-11.5,-0.5,-12.7445
-11,-0.5,-9.71802
-10.5,-0.5,-8.43587
-10,-0.5,-10.9062
-9.5,-0.5,-18.1693
-9,-0.5,-12.2656
-8.5,-0.5,-11.5983
-8,-0.5,-19.2827
-7.5,-0.5,-15.3991
-7,-0.5,-17.0839
-6.5,-0.5,-12.7957
-6,-0.5,-10.9308
-5.5,-0.5,-12.5774
-5,-0.5,-12.4479
-4.5,-0.5,-12.5731
-4,-0.5,-20.1701
-3.5,-0.5,-12.2658
-3,-0.5,-13.6007
-2.5,-0.5,-13.3986
-2,-0.5,-13.478
-1.5,-0.5,-15.5806
-1,-0.5,-15.5657
-0.5,-0.5,-9.61146
0,-0.5,-11.3094
0.5,-0.5,-14.9142
1,-0.5,-10.8445
1.5,-0.5,-11.5475
2,-0.5,-7.09621
2.5,-0.5,-15.853
3,-0.5,-14.456
3.5,-0.5,-12.8371
4,-0.5,-9.99261
4.5,-0.5,-16.8168
5,-0.5,-13.4613
5.5,-0.5,-11.1068
6,-0.5,-20.1409
6.5,-0.5,-15.9848
7,-0.5,-17.4334
7.5,-0.5,-19.3742
8,-0.5,-11.2624
8.5,-0.5,-24.3848
9,-0.5,-14.7653
9.5,-0.5,-18.5331
10,-0.5,-17.04
10.5,-0.5,-19.9998
11,-0.5,-19.4507
11.5,-0.5,-18.2689
12,-0.5,-15.484
12.5,-0.5,-17.0043
13,-0.5,-14.1092
13.5,-0.5,-15.1166
14,-0.5,-20.4104
14.5,-0.5,-13.6028
15,-0.5,-21.7263
-15,0,17.1082
-14.5,0,8.44422
-14,0,40.7665
-13.5,0,10.1509
-13,0,11.3137
-12.5,0,4.98019
-12,0,-2.0878
-11.5,0,-5.81163
-11,0,-5.04993
-10.5,0,-7.73924
-10,0,-7.20944
-9.5,0,-16.9761
-9,0,-13.0182
-8.5,0,-12.814
-8,0,-11.5641
-7.5,0,-18.9547
-7,0,-20.0416
-6.5,0,-20.1745
-6,0,-13.4336
-5.5,0,-9.37647
-5,0,-13.448
-4.5,0,-29.5342
-4,0,-22.1972
-3.5,0,-17.2062
-3,0,-11.7234
-2.5,0,-8.29497
-2,0,-12.6523
-1.5,0,-14.3552
-1,0,-8.3124
-0.5,0,-13.5356
0,0,-14.3347
0.5,0,-11.1503
1,0,-17.2102
1.5,0,-11.7782
2,0,-9.83761
2.5,0,-13.0019
3,0,-6.88506
3.5,0,-16.9099
4,0,-10.9918
4.5,0,-8.78051
5,0,-10.4408
5.5,0,-17.9528
6,0,-12.1199
6.5,0,-16.9453
7,0,-17.1768
7.5,0,-14.2909
8,0,-21.586
8.5,0,-15.4365
9,0,-14.2247
9.5,0,-17.9901
10,0,-21.0523
10.5,0,-17.4665
11,0,-22.3289
11.5,0,-24.9137
12,0,-18.96
12.5,0,-18.0265
13,0,-14.2339
13.5,0,-14.969
14,0,-15.6482
14.5,0,-15.2743
15,0,-15.0745
-15,0.5,13.0653
-14.5,0.5,10.3813
-14,0.5,3.76445
-13.5,0.5,7.96021
-13,0.5,8.81667
-12.5,0.5,2.5607
-12,0.5,0.0186099
-11.5,0.5,-5.58219
-11,0.5,-7.44285
-10.5,0.5,-4.9367
-10,0.5,-6.42666
-9.5,0.5,-14.5367
-9,0.5,-11.8876
-8.5,0.5,-8.47273
-8,0.5,-8.92974
-7.5,0.5,-12.8739
-7,0.5,-12.5942
-6.5,0.5,-13.2976
-6,0.5,-13.9161
-5.5,0.5,-8.74247
-5,0.5,-14.5774
-4.5,0.5,-17.7462
-4,0.5,-13.3875
-3.5,0.5,-7.41598
-3,0.5,-14.2123
-2.5,0.5,-17.1428
-2,0.5,-14.6371
-1.5,0.5,-20.8909
-1,0.5,-14.267
-0.5,0.5,-11.471
0,0.5,-12.769
0.5,0.5,-24.3593
1,0.5,-9.02672
1.5,0.5,-11.011
2,0.5,-8.1537
2.5,0.5,-18.1807
3,0.5,-15.814
3.5,0.5,-15.1021
4,0.5,-8.42093
4.5,0.5,-16.1156
5,0.5,-14.5206
5.5,0.5,-18.0651
6,0.5,-23.5753
6.5,0.5,-12.4545
7,0.5,-16.2864
7.5,0.5,-17.3515
8,0.5,-18.761
8.5,0.5,-18.9385
9,0.5,-18.8899
9.5,0.5,-19.5894
10,0.5,-18.1825
10.5,0.5,-18.6655
11,0.5,-15.901
11.5,0.5,-21.2024
12,0.5,-24.9679
12.5,0.5,-18.368
13,0.5,-15.4584
13.5,0.5,-17.4709
14,0.5,-19.1541
14.5,0.5,-19.1325
15,0.5,-17.8516
-15,1,10.0129
-14.5,1,7.12509
-14,1,5.3348
-13.5,1,3.71418
-13,1,6.68692
-12.5,1,4.51228
-12,1,-4.09259
-11.5,1,-2.81719
-11,1,-3.38286
-10.5,1,-8.03387
-10,1,-8.11621
-9.5,1,-7.74917
-9,1,-9.30663
-8.5,1,-9.45436
-8,1,-16.0283
-7.5,1,-17.1732
-7,1,-11.3251
-6.5,1,-13.6046
-6,1,-20.7361
-5.5,1,-11.9844
-5,1,-13.2531
-4.5,1,-14.5982
-4,1,-11.0824
-3.5,1,-9.36202
-3,1,-9.82615
-2.5,1,-15.9674
-2,1,-14.1144
-1.5,1,-20.9058
-1,1,-13.9984
-0.5,1,-13.7438
0,1,-11.3437
0.5,1,-13.5773
1,1,-11.1975
1.5,1,-10.2088
2,1,-6.90026
2.5,1,-11.4722
3,1,-9.56239
3.5,1,-11.277
4,1,-13.4747
4.5,1,-6.72984
5,1,-17.0155
5.5,1,-12.2443
6,1,-19.8457
6.5,1,-19.8244
7,1,-17.3382
7.5,1,-18.6361
8,1,-19.003
8.5,1,-14.2814
9,1,-19.3037
9.5,1,-14.5372
10,1,-19.395
10.5,1,-17.3986
11,1,-27.5262
11.5,1,-21.3037
12,1,-14.475
12.5,1,-19.3089
13,1,-16.1685
13.5,1,-20.7528
14,1,-16.7037
14.5,1,-15.1951
15,1,-18.5696
-15,1.5,5.15921
-14.5,1.5,3.69657
-14,1.5,2.20427
-13.5,1.5,0.281483
-13,1.5,6.33091
-12.5,1.5,1.09671
-12,1.5,-8.57384
-11.5,1.5,-3.44522
-11,1.5,-5.76879
-10.5,1.5,-5.153
-10,1.5,-17.9294
-9.5,1.5,-10.4065
-9,1.5,-11.3077
-8.5,1.5,-12.4572
-8,1.5,-12.8137
-7.5,1.5,-13.2936
-7,1.5,-11.0574
-6.5,1.5,-16.0963
-6,1.5,-10.8745
-5.5,1.5,-14.5389
-5,1.5,-15.6369
-4.5,1.5,-9.27831
-4,1.5,-12.1756
-3.5,1.5,-11.7689
-3,1.5,-8.17092
-2.5,1.5,-7.87768
-2,1.5,-23.8378
-1.5,1.5,-9.16174
-1,1.5,-15.5331
-0.5,1.5,-14.2761
0,1.5,-10.1563
0.5,1.5,-11.7238
1,1.5,-11.4479
1.5,1.5,-11.6528
2,1.5,-10.3199
2.5,1.5,-10.9681
3,1.5,-13.3665
3.5,1.5,-15.2907
4,1.5,-18.0147
4.5,1.5,-13.8136
5,1.5,-24.4666
5.5,1.5,-14.0751
6,1.5,-16.1232
6.5,1.5,-22.1596
7,1.5,-19.9447
7.5,1.5,-18.4098
8,1.5,-21.5397
8.5,1.5,-22.6085
9,1.5,-21.5347
9.5,1.5,-20.0003
10,1.5,-16.2253
10.5,1.5,-16.646
11,1.5,-14.2515
11.5,1.5,-18.221
12,1.5,-22.2
12.5,1.5,-17.9014
13,1.5,-19.4636
13.5,1.5,-18.9675
14,1.5,-18.7916
14.5,1.5,-16.6765
15,1.5,-12.6481
-15,2,-0.619553
-14.5,2,-0.131619
-14,2,-0.960859
-13.5,2,-3.7707
-13,2,0.213083
-12.5,2,-6.80346
-12,2,-3.56743
-11.5,2,-1.78073
-11,2,-13.841
-10.5,2,-10.7203
-10,2,-10.4611
-9.5,2,-7.24817
-9,2,-9.35846
-8.5,2,-11.1076
-8,2,-10.7946
-7.5,2,-9.75423
-7,2,-11.4476
-6.5,2,-9.26853
-6,2,-13.0424
-5.5,2,-12.6257
-5,2,-13.4946
-4.5,2,-13.87
-4,2,-12.4183
-3.5,2,-14.4778
-3,2,-9.77222
-2.5,2,-12.8549
-2,2,-13.8555
-1.5,2,-10.3037
-1,2,-15.3716
-0.5,2,-15.2964
0,2,-6.92885
0.5,2,-20.8372
1,2,-13.0045
1.5,2,-14.2348
2,2,-20.1935
2.5,2,-13.8392
3,2,-10.9002
