_u,_v,dB(NearETotal)
3.5,2,-13.4652
4,2,-8.70561
4.5,2,-12.5864
5,2,-12.0675
5.5,2,-16.7282
6,2,-17.0079
6.5,2,-14.9404
7,2,-14.4165
7.5,2,-18.1826
8,2,-22.494
8.5,2,-16.6581
9,2,-19.774
9.5,2,-20.6607
10,2,-24.733
10.5,2,-20.2398
11,2,-17.5111
11.5,2,-19.1952
12,2,-19.5865
12.5,2,-22.0576
13,2,-25.4615
13.5,2,-19.9743
14,2,-17.6475
14.5,2,-17.8315
15,2,-17.6204
-15,2.5,-0.515037
-14.5,2.5,-5.17644
-14,2.5,-2.27135
-13.5,2.5,-9.0191
-13,2.5,-0.590905
-12.5,2.5,-6.91244
-12,2.5,-5.23534
-11.5,2.5,-11.1431
-11,2.5,-13.8065
-10.5,2.5,-9.54726
-10,2.5,-12.293
-9.5,2.5,-15.823
-9,2.5,-14.5244
-8.5,2.5,-7.62552
-8,2.5,-8.63862
-7.5,2.5,-14.835
-7,2.5,-13.6801
-6.5,2.5,-12.9581
-6,2.5,-11.1668
-5.5,2.5,-10.5191
-5,2.5,-7.35175
-4.5,2.5,-11.2029
-4,2.5,-13.6465
-3.5,2.5,-17.1172
-3,2.5,-16.6522
-2.5,2.5,-13.9326
-2,2.5,-20.2886
-1.5,2.5,-12.9168
-1,2.5,-12.944
-0.5,2.5,-12.3733
0,2.5,-19.1801
0.5,2.5,-14.9259
1,2.5,-10.1028
1.5,2.5,-13.4192
2,2.5,-12.6164
2.5,2.5,-11.2347
3,2.5,-21.7566
3.5,2.5,-11.2252
4,2.5,-12.3426
4.5,2.5,-12.0754
5,2.5,-14.5007
5.5,2.5,-11.2725
6,2.5,-18.2858
6.5,2.5,-20.6974
7,2.5,-23.6332
7.5,2.5,-17.2586
8,2.5,-22.062
8.5,2.5,-19.3294
9,2.5,-14.3035
9.5,2.5,-16.7723
10,2.5,-22.5499
10.5,2.5,-18.7323
11,2.5,-17.13
11.5,2.5,-20.8903
12,2.5,-22.2458
12.5,2.5,-19.2443
13,2.5,-19.262
13.5,2.5,-16.9
14,2.5,-19.7221
14.5,2.5,-18.8981
15,2.5,-17.0837
-15,3,-3.73328
-14.5,3,-5.98849
-14,3,-7.73452
-13.5,3,-12.0343
-13,3,-6.9542
-12.5,3,-5.00938
-12,3,-8.09158
-11.5,3,-5.59583
-11,3,-12.2251
-10.5,3,-8.5028
-10,3,-13.7112
-9.5,3,-21.0032
-9,3,-11.9977
-8.5,3,-23.5234
-8,3,-17.4458
-7.5,3,-10.2319
-7,3,-16.9337
-6.5,3,-13.0864
-6,3,-16.5293
-5.5,3,-13.5443
-5,3,-15.219
-4.5,3,-10.3037
-4,3,-7.61159
-3.5,3,-10.5471
-3,3,-10.9245
-2.5,3,-11.7356
-2,3,-12.7819
-1.5,3,-16.1916
-1,3,-11.7168
-0.5,3,-11.2386
0,3,-15.9846
0.5,3,-22.01
1,3,-11.2249
1.5,3,-8.24149
2,3,-11.1543
2.5,3,-13.1017
3,3,-17.2048
3.5,3,-16.4719
4,3,-16.9233
4.5,3,-18.8404
5,3,-23.5557
5.5,3,-12.585
6,3,-17.192
6.5,3,-17.4465
7,3,-21.3072
7.5,3,-21.4462
8,3,-15.6641
8.5,3,-19.198
9,3,-16.9969
9.5,3,-22.11
10,3,-17.8055
10.5,3,-19.7792
11,3,-20.3489
11.5,3,-19.0152
12,3,-16.3649
12.5,3,-21.6751
13,3,-16.7311
13.5,3,-16.9439
14,3,-17.3952
14.5,3,-22.6652
15,3,-18.7849
-15,3.5,-2.44132
-14.5,3.5,-4.49775
-14,3.5,-6.44817
-13.5,3.5,-12.239
-13,3.5,-10.0239
-12.5,3.5,-3.964
-12,3.5,-9.31477
-11.5,3.5,-4.90133
-11,3.5,-12.3133
-10.5,3.5,-14.455
-10,3.5,-12.4643
-9.5,3.5,-15.9406
-9,3.5,-11.0345
-8.5,3.5,-13.6921
-8,3.5,-12.5236
-7.5,3.5,-14.9335
-7,3.5,-14.9528
-6.5,3.5,-12.6749
-6,3.5,-11.5275
-5.5,3.5,-14.6036
-5,3.5,-12.6874
-4.5,3.5,-10.4002
-4,3.5,-12.5744
-3.5,3.5,-14.9959
-3,3.5,-12.3114
-2.5,3.5,-12.3044
-2,3.5,-9.84502
-1.5,3.5,-11.2756
-1,3.5,-11.8852
-0.5,3.5,-11.3829
0,3.5,-14.8164
0.5,3.5,-16.6795
1,3.5,-15.2717
1.5,3.5,-12.0097
2,3.5,-15.0342
2.5,3.5,-17.1112
3,3.5,-23.0888
3.5,3.5,-15.8658
4,3.5,-16.5885
4.5,3.5,-13.3203
5,3.5,-12.5591
5.5,3.5,-19.5814
6,3.5,-13.973
6.5,3.5,-20.7197
7,3.5,-18.4291
7.5,3.5,-20.2752
8,3.5,-27.7316
8.5,3.5,-17.5635
9,3.5,-18.432
9.5,3.5,-18.5294
10,3.5,-18.8528
10.5,3.5,-18.7765
11,3.5,-21.6631
11.5,3.5,-16.7389
12,3.5,-18.9149
12.5,3.5,-17.5104
13,3.5,-20.5575
13.5,3.5,-15.4771
14,3.5,-20.0861
14.5,3.5,-17.8478
15,3.5,-22.709
-15,4,-3.83848
-14.5,4,-3.45783
-14,4,-7.1177
-13.5,4,-9.52475
-13,4,-6.14442
-12.5,4,-6.10366
-12,4,-13.6974
-11.5,4,-7.25086
-11,4,-12.9195
-10.5,4,-16.4152
-10,4,-17.1514
-9.5,4,-15.8952
-9,4,-9.93471
-8.5,4,-16.2634
-8,4,-16.7448
-7.5,4,-11.0408
-7,4,-14.0912
-6.5,4,-13.1911
-6,4,-14.368
-5.5,4,-13.7686
-5,4,-18.0872
-4.5,4,-11.658
-4,4,-14.7016
-3.5,4,-12.7663
-3,4,-13.1107
-2.5,4,-12.8319
-2,4,-12.208
-1.5,4,-14.0561
-1,4,-11.6846
-0.5,4,-13.9998
0,4,-10.8932
0.5,4,-11.895
1,4,-10.9468
1.5,4,-15.7166
2,4,-12.1314
2.5,4,-14.1124
3,4,-18.0673
3.5,4,-17.3195
4,4,-20.1361
4.5,4,-21.5895
5,4,-18.7366
5.5,4,-17.2596
6,4,-14.1011
6.5,4,-24.0818
7,4,-17.4893
7.5,4,-25.7211
8,4,-24.8579
8.5,4,-20.2557
9,4,-22.5963
9.5,4,-16.8178
10,4,-22.4671
10.5,4,-23.4105
11,4,-23.5863
11.5,4,-24.7035
12,4,-21.6323
12.5,4,-20.7739
13,4,-19.3671
13.5,4,-17.9026
14,4,-24.207
14.5,4,-22.6304
15,4,-20.9685
-15,4.5,-5.64492
-14.5,4.5,-6.75051
-14,4.5,-7.61577
-13.5,4.5,-7.191
-13,4.5,-5.66284
-12.5,4.5,-4.31257
-12,4.5,-9.8848
-11.5,4.5,-12.559
-11,4.5,-12.2488
-10.5,4.5,-11.1471
-10,4.5,-12.6125
-9.5,4.5,-17.2473
-9,4.5,-17.4368
-8.5,4.5,-9.75281
-8,4.5,-15.3211
-7.5,4.5,-13.6968
-7,4.5,-10.6727
-6.5,4.5,-18.7602
-6,4.5,-14.9408
-5.5,4.5,-10.5001
-5,4.5,-13.9579
-4.5,4.5,-15.1918
-4,4.5,-15.3836
-3.5,4.5,-14.4662
-3,4.5,-12.4952
-2.5,4.5,-13.5894
-2,4.5,-12.9958
-1.5,4.5,-14.4998
-1,4.5,-17.0722
-0.5,4.5,-10.3356
0,4.5,-12.4212
0.5,4.5,-15.6977
1,4.5,-13.1088
1.5,4.5,-10.9756
2,4.5,-10.0823
2.5,4.5,-15.2996
3,4.5,-12.6737
3.5,4.5,-19.8857
4,4.5,-17.674
4.5,4.5,-14.8777
5,4.5,-18.0001
5.5,4.5,-12.5229
6,4.5,-21.2631
6.5,4.5,-19.538
7,4.5,-22.4858
7.5,4.5,-18.9275
8,4.5,-19.2437
8.5,4.5,-20.4558
9,4.5,-18.6369
9.5,4.5,-16.377
10,4.5,-18.4559
10.5,4.5,-17.4686
11,4.5,-23.9842
11.5,4.5,-23.074
12,4.5,-23.3469
12.5,4.5,-26.7161
13,4.5,-21.4738
13.5,4.5,-19.9315
14,4.5,-20.455
14.5,4.5,-23.3448
15,4.5,-17.1555
-15,5,-7.62109
-14.5,5,-6.89287
-14,5,-5.255
-13.5,5,-5.05276
-13,5,-9.76795
-12.5,5,-10.2201
-12,5,-7.00693
-11.5,5,-14.3584
-11,5,-11.2516
-10.5,5,-10.2073
-10,5,-11.8777
-9.5,5,-15.1037
-9,5,-16.4706
-8.5,5,-18.1383
-8,5,-9.22993
-7.5,5,-17.9037
-7,5,-20.1535
-6.5,5,-14.9429
-6,5,-17.5288
-5.5,5,-19.1532
-5,5,-12.21
-4.5,5,-11.7384
-4,5,-15.1817
-3.5,5,-9.57586
-3,5,-15.8742
-2.5,5,-19.7374
-2,5,-16.8302
-1.5,5,-16.7503
-1,5,-15.4924
-0.5,5,-15.9472
0,5,-20.8511
0.5,5,-13.8588
1,5,-19.2295
1.5,5,-13.8601
2,5,-11.9314
2.5,5,-14.1157
3,5,-12.4841
3.5,5,-12.3394
4,5,-15.8541
4.5,5,-15.4036
5,5,-13.6895
5.5,5,-21.7082
6,5,-15.2961
6.5,5,-18.2142
7,5,-15.6622
7.5,5,-24.3534
8,5,-23.1337
8.5,5,-20.1737
9,5,-17.5004
9.5,5,-21.7121
10,5,-22.812
10.5,5,-20.6772
11,5,-17.597
11.5,5,-21.1222
12,5,-19.5962
12.5,5,-22.1172
13,5,-16.4764
13.5,5,-22.0834
14,5,-19.3521
14.5,5,-18.3064
15,5,-20.6049
-15,5.5,-6.49313
-14.5,5.5,-6.72116
-14,5.5,-18.3756
-13.5,5.5,-6.64947
-13,5.5,-10.4393
-12.5,5.5,-8.18036
-12,5.5,-6.56945
-11.5,5.5,-6.14912
-11,5.5,-13.6905
-10.5,5.5,-8.13202
-10,5.5,-12.8897
-9.5,5.5,-12.6637
-9,5.5,-15.8249
-8.5,5.5,-17.4404
-8,5.5,-16.8759
-7.5,5.5,-14.9097
-7,5.5,-15.5385
-6.5,5.5,-16.7933
-6,5.5,-14.1037
-5.5,5.5,-11.959
-5,5.5,-12.5039
-4.5,5.5,-14.8935
-4,5.5,-15.0961
-3.5,5.5,-11.3907
-3,5.5,-14.2545
-2.5,5.5,-15.2033
-2,5.5,-12.6052
-1.5,5.5,-11.9122
-1,5.5,-14.1622
-0.5,5.5,-21.7876
0,5.5,-18.8868
0.5,5.5,-11.8322
1,5.5,-13.9194
1.5,5.5,-18.7031
2,5.5,-15.0392
2.5,5.5,-16.7788
3,5.5,-15.6841
3.5,5.5,-14.8396
4,5.5,-12.311
4.5,5.5,-11.6683
5,5.5,-16.1945
5.5,5.5,-11.1631
6,5.5,-20.6993
6.5,5.5,-16.6409
7,5.5,-20.709
7.5,5.5,-12.4582
8,5.5,-21.5702
8.5,5.5,-18.9138
9,5.5,-20.1463
9.5,5.5,-18.5406
10,5.5,-19.1781
10.5,5.5,-22.3049
11,5.5,-27.6354
11.5,5.5,-23.9157
12,5.5,-21.2021
12.5,5.5,-19.9037
13,5.5,-21.3282
13.5,5.5,-20.1073
14,5.5,-24.0498
14.5,5.5,-23.442
15,5.5,-23.4333
-15,6,-4.65613
-14.5,6,-6.01758
-14,6,-14.7878
-13.5,6,-7.75219
-13,6,-14.4336
-12.5,6,-14.1927
-12,6,-16.5514
-11.5,6,-10.2433
-11,6,-13.2606
-10.5,6,-14.6699
-10,6,-16.3954
-9.5,6,-15.2771
-9,6,-14.5569
-8.5,6,-20.3412
-8,6,-14.7889
-7.5,6,-23.6699
-7,6,-15.3272
-6.5,6,-16.5625
-6,6,-17.4061
-5.5,6,-21.1297
-5,6,-17.7047
-4.5,6,-14.848
-4,6,-15.7963
-3.5,6,-14.1818
-3,6,-9.78356
-2.5,6,-18.6354
-2,6,-17.0469
-1.5,6,-17.9604
-1,6,-16.5773
-0.5,6,-22.2822
0,6,-23.202
0.5,6,-13.6781
1,6,-18.8002
1.5,6,-21.4723
2,6,-20.7517
2.5,6,-14.5135
3,6,-17.7939
3.5,6,-13.9978
4,6,-16.178
4.5,6,-19.6298
5,6,-17.7828
5.5,6,-19.0927
6,6,-14.5005
6.5,6,-19.7674
7,6,-17.4473
7.5,6,-21.8605
8,6,-17.3651
8.5,6,-19.6446
9,6,-22.9576
9.5,6,-23.0065
10,6,-24.2405
10.5,6,-19.7406
11,6,-17.4758
11.5,6,-19.976
12,6,-21.0699
12.5,6,-23.6757
13,6,-26.6554
13.5,6,-25.1776
14,6,-26.479
14.5,6,-23.5814
15,6,-18.4215
-15,6.5,-4.06412
-14.5,6.5,-7.10833
-14,6.5,-12.2183
-13.5,6.5,-13.2364
-13,6.5,-12.8476
-12.5,6.5,-12.4131
-12,6.5,-18.4679
-11.5,6.5,-8.74299
-11,6.5,-8.205
-10.5,6.5,-11.1154
-10,6.5,-11.0828
-9.5,6.5,-20.714
-9,6.5,-13.0366
-8.5,6.5,-15.5206
-8,6.5,-20.32
-7.5,6.5,-18.5205
-7,6.5,-19.8709
-6.5,6.5,-16.3456
-6,6.5,-19.2294
-5.5,6.5,-18.0766
-5,6.5,-20.4288
-4.5,6.5,-15.3338
-4,6.5,-17.8664
-3.5,6.5,-12.9632
-3,6.5,-18.1794
-2.5,6.5,-15.5229
-2,6.5,-14.6286
-1.5,6.5,-15.9045
-1,6.5,-17.5241
-0.5,6.5,-18.4904
0,6.5,-19.1055
0.5,6.5,-20.0946
1,6.5,-18.9317
1.5,6.5,-15.5596
2,6.5,-18.1459
2.5,6.5,-21.1373
3,6.5,-12.4062
3.5,6.5,-21.5631
4,6.5,-22.9731
4.5,6.5,-22.2282
5,6.5,-16.5208
5.5,6.5,-20.7855
6,6.5,-18.3247
6.5,6.5,-17.2875
7,6.5,-12.9354
7.5,6.5,-17.2791
8,6.5,-13.247
8.5,6.5,-14.5391
9,6.5,-15.5281
9.5,6.5,-19.2872
10,6.5,-20.2985
10.5,6.5,-23.8251
11,6.5,-27.973
11.5,6.5,-17.5873
12,6.5,-21.1815
12.5,6.5,-22.4768
13,6.5,-22.4669
13.5,6.5,-25.7339
14,6.5,-22.4776
14.5,6.5,-25.1622
15,6.5,-23.8429
-15,7,-9.21389
-14.5,7,-6.95751
-14,7,-8.96452
-13.5,7,-8.11382
-13,7,-10.5712
-12.5,7,-13.4403
-12,7,-12.9629
-11.5,7,-16.6361
-11,7,-8.65314
-10.5,7,-10.8138
-10,7,-16.3601
-9.5,7,-14.9093
-9,7,-18.5484
-8.5,7,-16.3556
-8,7,-16.6143
-7.5,7,-14.1646
-7,7,-15.6265
-6.5,7,-14.8307
-6,7,-18.1598
-5.5,7,-15.0614
-5,7,-17.9024
-4.5,7,-16.9183
-4,7,-19.624
-3.5,7,-16.6903
-3,7,-14.9296
-2.5,7,-15.2231
-2,7,-15.8295
-1.5,7,-13.6216
-1,7,-14.934
-0.5,7,-14.0923
0,7,-18.7498
0.5,7,-14.9986
1,7,-15.7505
1.5,7,-17.7121
2,7,-18.8053
2.5,7,-14.0378
3,7,-15.1803
3.5,7,-16.0974
4,7,-19.7052
4.5,7,-20.7377
5,7,-14.5353
5.5,7,-14.587
6,7,-15.632
6.5,7,-19.4547
7,7,-22.0028
7.5,7,-18.3886
8,7,-15.5617
8.5,7,-16.1942
9,7,-14.864
9.5,7,-22.2097
10,7,-18.4579
10.5,7,-17.4221
11,7,-20.9434
11.5,7,-26.0914
12,7,-24.7814
12.5,7,-17.9664
13,7,-22.9319
13.5,7,-21.5856
14,7,-25.8331
14.5,7,-20.9754
15,7,-27.9757
-15,7.5,-15.237
-14.5,7.5,-7.44657
-14,7.5,-16.2925
-13.5,7.5,-14.378
-13,7.5,-12.7898
-12.5,7.5,-10.7135
-12,7.5,-18.7881
-11.5,7.5,-20.5394
-11,7.5,-10.1602
-10.5,7.5,-18.8711
-10,7.5,-12.9725
-9.5,7.5,-18.9279
-9,7.5,-13.2885
-8.5,7.5,-17.7573
-8,7.5,-16.2931
-7.5,7.5,-14.2106
-7,7.5,-19.8664
-6.5,7.5,-16.0821
-6,7.5,-16.1017
-5.5,7.5,-15.8821
-5,7.5,-12.7143
-4.5,7.5,-19.9776
-4,7.5,-15.021
-3.5,7.5,-17.024
-3,7.5,-13.3525
-2.5,7.5,-12.9176
-2,7.5,-17.6741
-1.5,7.5,-13.3378
-1,7.5,-14.1104
-0.5,7.5,-10.3123
0,7.5,-13.6452
0.5,7.5,-19.1389
1,7.5,-17.779
1.5,7.5,-18.3254
2,7.5,-16.8084
2.5,7.5,-11.8243
3,7.5,-15.96
3.5,7.5,-11.0469
4,7.5,-17.6854
4.5,7.5,-22.1028
5,7.5,-14.5586
5.5,7.5,-12.9912
6,7.5,-20.8454
6.5,7.5,-18.9451
7,7.5,-19.0542
7.5,7.5,-19.8475
8,7.5,-16.9339
8.5,7.5,-13.0717
9,7.5,-18.6086
9.5,7.5,-15.8707
10,7.5,-22.1416
10.5,7.5,-20.3471
11,7.5,-17.4348
11.5,7.5,-19.9236
12,7.5,-19.1939
12.5,7.5,-22.8618
13,7.5,-26.509
13.5,7.5,-16.6653
14,7.5,-21.2409
14.5,7.5,-19.1497
15,7.5,-18.6826
-15,8,-8.45183
-14.5,8,-9.86451
-14,8,-8.44797
-13.5,8,-10.4052
-13,8,-14.312
-12.5,8,-14.7771
-12,8,-16.4414
-11.5,8,-13.1683
-11,8,-18.9252
-10.5,8,-7.91017
-10,8,-10.8258
-9.5,8,-19.1192
-9,8,-14.932
-8.5,8,-17.1863
-8,8,-19.4021
-7.5,8,-20.1332
-7,8,-16.1233
-6.5,8,-22.4169
-6,8,-23.03
-5.5,8,-17.5417
-5,8,-15.5692
-4.5,8,-15.2645
-4,8,-21.2833
-3.5,8,-14.0025
-3,8,-15.1434
-2.5,8,-17.501
-2,8,-12.317
-1.5,8,-13.458
-1,8,-14.9101
-0.5,8,-18.4985
0,8,-19.8995
0.5,8,-21.9612
1,8,-18.7403
1.5,8,-15.7874
2,8,-21.4041
2.5,8,-14.8065
3,8,-14.7632
3.5,8,-15.3744
4,8,-17.2913
4.5,8,-20.981
5,8,-16.9217
5.5,8,-19.7629
6,8,-21.888
6.5,8,-15.5675
7,8,-17.0455
7.5,8,-19.0213
8,8,-20.7903
8.5,8,-18.1201
9,8,-20.4848
9.5,8,-17.8492
10,8,-16.2664
10.5,8,-16.5338
11,8,-18.9842
11.5,8,-15.6785
12,8,-19.4161
12.5,8,-18.2327
13,8,-19.3642
13.5,8,-24.2084
14,8,-19.2041
14.5,8,-17.0764
15,8,-19.6261
-15,8.5,-10.5141
-14.5,8.5,-12.6173
-14,8.5,-11.5879
-13.5,8.5,-16.0872
-13,8.5,-17.5879
-12.5,8.5,-14.9436
-12,8.5,-21.7605
-11.5,8.5,-18.2731
-11,8.5,-18.3404
-10.5,8.5,-11.4965
-10,8.5,-12.9173
-9.5,8.5,-12.5574
-9,8.5,-15.2396
-8.5,8.5,-14.7765
-8,8.5,-19.2527
-7.5,8.5,-23.0009
-7,8.5,-20.0744
-6.5,8.5,-18.9884
-6,8.5,-14.7144
-5.5,8.5,-21.0937
-5,8.5,-19.8668
-4.5,8.5,-14.9007
-4,8.5,-18.7318
-3.5,8.5,-21.3414
-3,8.5,-18.2372
-2.5,8.5,-14.4916
-2,8.5,-18.6201
-1.5,8.5,-18.5518
-1,8.5,-17.3471
-0.5,8.5,-17.7749
0,8.5,-14.5174
0.5,8.5,-15.9782
1,8.5,-15.3897
1.5,8.5,-19.7427
2,8.5,-17.6439
2.5,8.5,-16.8906
3,8.5,-14.7101
3.5,8.5,-15.3827
4,8.5,-13.3638
4.5,8.5,-17.9466
5,8.5,-21.0453
5.5,8.5,-22.9961
6,8.5,-16.1247
6.5,8.5,-17.9919
7,8.5,-19.2601
7.5,8.5,-15.4083
8,8.5,-18.6558
8.5,8.5,-25.0622
9,8.5,-23.1092
9.5,8.5,-18.8129
10,8.5,-16.2822
10.5,8.5,-19.5303
11,8.5,-17.0775
11.5,8.5,-17.7414
12,8.5,-17.2307
12.5,8.5,-18.6617
13,8.5,-22.2462
13.5,8.5,-19.5217
14,8.5,-19.7945
14.5,8.5,-18.5206
15,8.5,-21.2111
-15,9,-18.2612
-14.5,9,-10.1602
-14,9,-13.2891
-13.5,9,-11.477
-13,9,-20.482
-12.5,9,-18.3509
-12,9,-20.1928
-11.5,9,-15.6705
-11,9,-17.5971
-10.5,9,-14.2522
-10,9,-13.2512
-9.5,9,-14.4648
-9,9,-17.5251
-8.5,9,-19.5603
-8,9,-19.8494
-7.5,9,-14.6899
-7,9,-20.0048
-6.5,9,-18.6478
-6,9,-20.4008
-5.5,9,-17.7669
-5,9,-18.4563
-4.5,9,-16.4258
-4,9,-18.2061
-3.5,9,-17.4871
-3,9,-15.8361
-2.5,9,-24.4574
-2,9,-16.9651
-1.5,9,-14.2532
-1,9,-16.5462
-0.5,9,-14.9336
0,9,-20.4889
0.5,9,-14.4201
1,9,-15.5441
1.5,9,-17.0139
2,9,-21.4857
2.5,9,-18.7767
3,9,-16.9304
3.5,9,-14.0917
4,9,-23.1397
4.5,9,-13.1321
5,9,-17.201
5.5,9,-19.0822
6,9,-19.2469
6.5,9,-14.5097
7,9,-20.1203
7.5,9,-17.7651
8,9,-17.3488
8.5,9,-18.1422
9,9,-20.2037
9.5,9,-22.3322
10,9,-16.9854
10.5,9,-22.8
11,9,-23.642
11.5,9,-21.494
12,9,-22.8013
12.5,9,-17.5007
13,9,-16.8251
13.5,9,-16.5883
14,9,-20.6972
14.5,9,-19.1063
15,9,-18.2715
-15,9.5,-11.7029
-14.5,9.5,-17.4871
-14,9.5,-11.8555
-13.5,9.5,-16.4269
-13,9.5,-14.8446
-12.5,9.5,-19.7982
-12,9.5,-11.7647
-11.5,9.5,-23.8827
-11,9.5,-13.5865
-10.5,9.5,-16.1269
-10,9.5,-15.4971
-9.5,9.5,-16.8414
-9,9.5,-14.2811
-8.5,9.5,-13.9689
-8,9.5,-16.7167
-7.5,9.5,-18.9026
-7,9.5,-21.9777
-6.5,9.5,-21.0455
-6,9.5,-16.9631
-5.5,9.5,-16.4938
-5,9.5,-16.8777
-4.5,9.5,-20.5191
-4,9.5,-17.7861
-3.5,9.5,-20.8109
-3,9.5,-18.7669
-2.5,9.5,-15.5895
-2,9.5,-20.1953
-1.5,9.5,-20.4191
-1,9.5,-18.2883
-0.5,9.5,-18.9704
0,9.5,-20.3126
0.5,9.5,-19.2584
1,9.5,-21.6242
1.5,9.5,-12.9446
2,9.5,-13.6389
2.5,9.5,-22.9297
3,9.5,-19.5528
3.5,9.5,-14.4335
4,9.5,-12.5505
4.5,9.5,-15.2118
5,9.5,-19.0202
5.5,9.5,-17.9329
6,9.5,-23.2639
6.5,9.5,-12.7479
7,9.5,-17.7975
7.5,9.5,-17.2809
8,9.5,-21.9999
8.5,9.5,-17.3868
9,9.5,-18.2333
9.5,9.5,-23.5256
10,9.5,-23.5342
10.5,9.5,-23.0408
11,9.5,-18.64
11.5,9.5,-18.519
12,9.5,-18.4005
12.5,9.5,-24.5419
13,9.5,-19.2795
13.5,9.5,-19.4929
14,9.5,-18.5197
14.5,9.5,-23.3817
15,9.5,-17.9284
-15,10,-16.0856
-14.5,10,-7.99537
-14,10,-16.2551
-13.5,10,-13.233
-13,10,-18.458
-12.5,10,-14.6465
-12,10,-18.4797
-11.5,10,-18.6203
-11,10,-23.1334
-10.5,10,-16.8216
-10,10,-14.7719
-9.5,10,-14.6278
-9,10,-14.4428
-8.5,10,-20.05
-8,10,-17.8477
-7.5,10,-13.0778
-7,10,-14.3915
-6.5,10,-22.619
-6,10,-19.0145
-5.5,10,-26.4878
-5,10,-15.3583
-4.5,10,-16.2212
-4,10,-23.0034
-3.5,10,-22.5386
-3,10,-30.9141
-2.5,10,-17.1339
-2,10,-17.4499
-1.5,10,-16.7567
-1,10,-14.364
-0.5,10,-14.5514
0,10,-20.7699
0.5,10,-16.9792
1,10,-17.7758
1.5,10,-20.264
2,10,-17.7071
2.5,10,-19.2208
3,10,-14.7283
3.5,10,-15.9765
4,10,-14.732
4.5,10,-16.294
5,10,-17.4569
5.5,10,-16.1518
6,10,-18.3832
6.5,10,-19.3229
7,10,-14.9589
7.5,10,-19.0362
8,10,-22.0521
8.5,10,-18.5985
9,10,-16.9843
9.5,10,-21.5786
10,10,-21.4475
10.5,10,-20.8157
11,10,-20.4959
11.5,10,-20.2209
12,10,-23.2798
12.5,10,-18.7484
13,10,-17.4991
13.5,10,-23.3037
14,10,-22.4429
14.5,10,-21.7463
15,10,-18.3787
-15,10.5,-11.997
-14.5,10.5,-13.8505
-14,10.5,-9.34271
-13.5,10.5,-14.3166
-13,10.5,-15.2972
-12.5,10.5,-20.9703
-12,10.5,-23.5648
-11.5,10.5,-20.8619
-11,10.5,-14.7012
-10.5,10.5,-16.2244
-10,10.5,-14.3326
-9.5,10.5,-14.4722
-9,10.5,-14.5124
-8.5,10.5,-21.3193
-8,10.5,-14.5188
-7.5,10.5,-15.3302
-7,10.5,-17.495
-6.5,10.5,-19.7675
-6,10.5,-18.2185
-5.5,10.5,-19.4496
-5,10.5,-23.1834
-4.5,10.5,-17.657
-4,10.5,-15.2254
-3.5,10.5,-17.2081
-3,10.5,-16.4243
-2.5,10.5,-17.3885
-2,10.5,-16.5623
-1.5,10.5,-19.6434
-1,10.5,-21.2312
-0.5,10.5,-21.1534
0,10.5,-17.1563
0.5,10.5,-18.4523
1,10.5,-19.9435
1.5,10.5,-17.8475
2,10.5,-16.0651
2.5,10.5,-20.9044
3,10.5,-16.5915
3.5,10.5,-12.2378
4,10.5,-20.6797
4.5,10.5,-17.5787
5,10.5,-16.0461
5.5,10.5,-19.5323
6,10.5,-20.1737
6.5,10.5,-17.1214
7,10.5,-19.7398
7.5,10.5,-16.0114
8,10.5,-20.5665
8.5,10.5,-21.9985
9,10.5,-17.5871
9.5,10.5,-15.7806
10,10.5,-16.0085
10.5,10.5,-28.5973
11,10.5,-23.1494
11.5,10.5,-21.51
12,10.5,-20.6873
12.5,10.5,-22.1232
13,10.5,-23.4497
13.5,10.5,-19.928
14,10.5,-19.9525
14.5,10.5,-20.4601
15,10.5,-22.3448
-15,11,-16.0595
-14.5,11,-7.82509
-14,11,-12.9095
-13.5,11,-10.5532
-13,11,-15.4206
-12.5,11,-14.0239
-12,11,-15.9994
-11.5,11,-13.938
-11,11,-20.4713
-10.5,11,-21.1083
-10,11,-17.0464
-9.5,11,-13.7586
-9,11,-15.9668
-8.5,11,-14.183
-8,11,-23.9963
-7.5,11,-16.102
-7,11,-19.7695
-6.5,11,-21.775
-6,11,-21.9815
-5.5,11,-17.4321
-5,11,-18.6466
-4.5,11,-19.4799
-4,11,-16.1088
-3.5,11,-22.213
-3,11,-16.1327
-2.5,11,-19.2977
-2,11,-17.9247
-1.5,11,-21.2854
-1,11,-22.2007
-0.5,11,-24.6053
0,11,-19.4369
0.5,11,-15.1082
1,11,-18.437
1.5,11,-23.0076
2,11,-23.7657
2.5,11,-19.8614
3,11,-20.8998
3.5,11,-17.9196
4,11,-17.9727
4.5,11,-20.139
5,11,-18.6135
5.5,11,-20.0046
6,11,-18.9162
6.5,11,-19.7213
7,11,-17.1828
7.5,11,-16.9772
8,11,-22.4309
8.5,11,-15.768
9,11,-20.0606
9.5,11,-18.6455
10,11,-21.5447
10.5,11,-23.6122
11,11,-20.3388
11.5,11,-23.7549
12,11,-23.4065
12.5,11,-24.0903
13,11,-25.0432
13.5,11,-20.8286
14,11,-22.8182
14.5,11,-19.8346
15,11,-21.5636
-15,11.5,-8.7912
-14.5,11.5,-6.78583
-14,11.5,-10.5741
-13.5,11.5,-9.34594
-13,11.5,-18.6689
-12.5,11.5,-16.7365
-12,11.5,-29.5395
-11.5,11.5,-13.7069
