61.6777	382.469
63.6771	382.812
65.6739	364.227
67.6724	370.723
69.6704	363.281
71.6681	369.904
73.6632	360.461
75.66	352.022
77.6564	336.742
79.6523	332.499
81.6457	328.897
83.6408	327.17
85.6355	326.485
87.6276	326.982
89.6214	326.635
91.6148	323.226
93.6057	319.644
95.5982	316.396
97.5882	313.391
99.5799	308.521
101.569	303.165
103.56	297.362
105.548	290.929
107.538	283.992
109.526	276.346
111.515	267.761
113.501	258.9
115.49	254.661
117.476	253.602
119.461	251.303
121.448	247.489
123.432	241.397
125.416	229.925
127.402	217.507
129.385	212.356
131.368	213.777
133.353	214.228
135.335	211.903
137.316	208.504
139.297	204.564
141.28	199.414
143.261	194.117
145.24	199.372
147.22	202.116
149.199	199.566
151.177	197.603
153.158	195.62
155.136	194.023
157.113	192.684
159.09	195.56
161.066	197.852
163.042	195.839
165.018	193.555
166.993	191.316
168.968	188.602
170.942	187.873
172.916	187.253
174.89	187.463
176.863	187.224
178.836	186.849
180.806	188.111
182.778	181.471
184.749	180.988
186.721	181.637
188.691	183.444
190.661	186.436
192.629	185.357
194.599	185.115
196.567	187.61
198.536	187.507
200.502	187.289
202.47	186.843
204.437	186.573
206.402	185.685
208.368	184.485
210.334	183.711
212.298	183.165
214.263	183.858
216.228	185.172
218.19	186.78
220.154	190.194
222.116	191.307
224.079	190.33
226.04	189.033
228.002	185.214
229.962	182.771
231.923	182.394
233.882	182.604
235.843	182.258
237.801	181.664
239.759	184.971
241.718	189.017
243.675	193.356
245.632	197.44
247.59	200.805
249.545	201.925
251.501	200.9
253.455	199.562
255.412	197.499
257.366	194.95
259.32	191.974
261.273	188.795
263.228	186.316
265.18	184.646
267.132	184.469
269.084	184.352
271.035	186.64
272.985	183.978
274.936	182.329
276.886	181.401
278.835	181.04
280.784	179.034
282.733	176.319
284.681	173.736
286.629	171.612
288.576	169.723
290.524	168.578
292.47	165.003
294.416	162.904
296.362	160.831
298.308	159.487
300.253	158.946
302.195	159.266
304.139	161.643
306.083	163.801
308.026	166.419
309.967	165.092
311.91	164.95
313.852	165.825
315.794	164.158
317.733	161.915
319.674	160.891
321.614	161.476
323.552	158.864
325.492	155.708
327.429	151.722
329.368	151.529
331.306	155.397
333.242	152.754
335.18	155.626
337.115	159.243
339.052	158.713
340.986	155.63
342.922	152.79
344.856	149.846
346.789	148.084
348.724	149.61
350.656	153.127
352.59	152.713
354.522	151.454
356.453	156.461
358.384	157.59
360.316	153.888
362.246	151.268
364.175	149.459
366.106	145.882
368.035	142.672
369.963	140.889
371.891	140.128
373.819	140.721
375.746	142.815
377.672	145.126
379.601	147.859
381.527	152.662
383.452	153.765
385.377	150.619
387.302	148.394
389.226	146.654
391.15	146.402
393.073	147.333
394.996	149.113
396.919	151.232
398.841	153.717
400.761	154.721
402.682	154.935
404.603	154.229
406.524	152.69
408.444	150.302
410.364	147.172
412.282	144.538
414.201	142.437
416.119	142.225
418.037	142.337
419.953	143.139
421.871	145.522
423.788	148.857
425.702	151.86
427.618	154.254
429.534	155.793
431.448	155.38
433.363	152.775
435.275	150.528
437.189	150.573
439.101	152.527
441.015	154.404
442.926	155.727
444.838	156.957
446.748	156.51
448.66	155.575
450.57	153.962
452.479	152.088
454.389	150.436
456.297	148.223
458.205	144.535
460.115	139.568
462.022	139.852
463.928	141.694
465.837	143.369
467.742	143.633
469.648	143.358
471.553	143.242
473.457	141.828
475.362	140.053
477.267	138.442
479.171	137.345
481.074	136.592
482.977	136.167
484.879	135.99
486.781	136.353
488.682	137.038
490.583	137.754
492.484	136.646
494.384	134.426
496.284	135.845
498.184	123.788
500.083	127.014
501.979	130.358
503.878	134.478
505.775	137.817
507.673	135.058
509.57	131.891
511.465	128.707
513.361	126.623
515.257	126.05
517.153	126.778
519.046	127.346
520.94	125.687
522.835	124.639
524.727	126.961
526.62	131.087
528.514	133.423
530.404	135.026
532.297	136.573
534.187	133.328
536.078	130.127
537.967	127.743
539.858	126.409
541.747	126.536
543.637	127.571
545.524	129.596
547.412	129.913
549.301	129.673
551.187	129.492
553.073	129.238
554.961	128.983
556.846	128.761
558.731	128.499
560.615	128.378
562.502	128.69
564.385	128.882
566.269	124.989
568.152	123.23
570.034	123.599
571.918	126.568
573.8	127.933
575.682	129.132
577.563	131.995
579.443	130.38
581.323	127.022
583.203	125.053
585.083	124.32
586.962	125.931
588.84	127.987
590.719	129.968
592.597	131.423
594.472	132.764
596.349	133.2
598.226	133.089
600.102	132.362
601.978	131.696
603.852	128.559
605.727	125.157
607.602	122.426
609.476	120.317
611.348	119.251
613.222	118.805
615.095	119.155
616.966	120.144
618.839	122.469
620.709	125.068
622.58	127.648
624.452	126.128
626.321	121.636
628.191	123.747
630.059	126.761
631.927	129.222
633.797	131.127
635.664	130.589
637.532	129.142
639.398	130.085
641.264	131.457
643.132	133.538
644.997	133.646
646.862	132.742
648.728	131.11
650.592	129.607
652.455	128.147
654.319	127.508
656.181	126.904
658.046	126.641
659.908	126.622
661.77	125.896
663.631	123.489
665.492	123.786
667.352	125.667
669.212	127.218
671.072	125.773
672.931	123.531
674.79	123.407
676.649	125.807
678.507	128.87
680.365	129.389
682.222	128.042
684.079	129.536
685.934	131.51
687.79	133.725
689.646	135.132
691.502	132.584
693.355	131.067
695.21	129.632
697.064	128.647
698.918	127.537
700.77	126.221
702.623	125.668
704.474	125.685
706.327	127.378
708.179	128.902
710.028	132.313
711.88	134.645
713.729	134.141
715.579	132.724
717.428	131.692
719.278	131.107
721.125	131.422
722.972	132.74
724.821	135.751
726.667	136.989
728.513	136.399
730.361	134.219
732.206	131.777
734.051	130.901
735.895	130.738
737.741	131.314
739.585	130.365
741.428	130.973
743.271	132.72
745.114	134.53
746.956	136.291
748.8	136.61
750.641	136.843
752.482	136.623
754.323	135.402
756.163	128.564
758.003	130.274
759.843	133.605
761.68	136.052
763.519	138.428
765.357	140.595
767.196	140.804
769.033	140.984
770.871	141.888
772.706	143.078
774.542	145.252
776.378	147.264
778.214	148.941
780.048	149.747
781.883	148.838
783.717	147.037
785.55	144.626
787.384	141.872
789.217	138.272
791.048	138.217
792.881	139.397
794.712	137.201
796.544	137.607
798.374	139.268
800.203	141.899
802.034	144.174
803.863	145.878
805.693	145.647
807.521	145.273
809.348	145.256
811.177	145.173
813.004	144.981
814.831	144.953
816.656	146.207
818.484	148.164
820.309	150.156
822.134	149.644
823.959	149.347
825.783	147.249
827.607	143.298
829.43	151.549
831.253	147.174
833.076	143.517
834.898	141.194
836.72	137.506
838.542	132.807
840.363	143.166
842.184	148.585
844.004	147.713
845.824	146.22
847.644	146.702
849.464	147.195
851.281	148.468
853.099	149.856
854.917	149.743
856.735	148.209
858.551	146.761
860.368	145.478
862.185	144.232
863.999	141.043
865.815	137.784
867.629	134.461
869.444	131.885
871.259	131.918
873.072	133.087
874.884	135.816
876.698	137.918
878.51	137.605
880.323	138.563
882.133	141.167
883.946	145.478
885.756	145.342
887.566	141.435
889.375	138.254
891.186	136.763
892.994	130.741
894.803	136.897
896.611	143.375
898.42	149.763
900.227	152.597
902.034	153.057
903.84	148.769
905.646	144.558
907.452	141.169
909.257	139.734
911.062	138.534
912.867	139.72
914.671	141.23
916.475	143.064
918.278	142.926
920.081	140.122
921.884	138.147
923.685	138.389
925.487	143.285
927.288	149.614
929.09	149.183
930.889	151.303
932.689	154.576
934.489	157.41
936.287	156.808
938.087	151.46
939.886	150.131
941.683	146.076
943.481	146.628
945.277	147.025
947.075	149.727
948.87	153.157
950.667	157.332
952.462	162.313
954.258	162.873
956.052	160.018
957.846	157.194
959.641	154.856
961.434	152.87
963.226	151.306
965.02	150.138
966.812	149.139
968.603	148.785
970.394	149.079
972.185	149.599
973.977	150.398
975.767	148.771
977.557	151.632
979.346	151.902
981.135	151.784
982.924	151.202
984.712	150.331
986.499	147.053
988.287	145.266
990.074	145.473
991.861	146.724
993.645	148.112
995.431	148.632
997.217	147.947
999.002	145.805
1000.79	147.965
1002.57	147.822
1004.35	147.344
1006.14	147.015
1007.92	146.771
1009.7	147.284
1011.49	147.09
1013.27	147.074
1015.05	147.219
1016.83	147.474
1018.61	147.702
1020.39	149.095
1022.17	151.442
