CURVE2 (cv_her_20.dta )
Vf (V vs. Ref.)	Im (A)
-9.89939e-1	-2.35366e-3
-9.79966e-1	-2.11871e-3
-9.69893e-1	-1.88859e-3
-9.59937e-1	-1.6684e-3
-9.49922e-1	-1.45556e-3
-9.39991e-1	-1.25194e-3
-9.30075e-1	-1.05382e-3
-9.19966e-1	-8.65978e-4
-9.09951e-1	-6.83725e-4
-8.99903e-1	-5.1475e-4
-8.89993e-1	-3.53678e-4
-8.80011e-1	-2.03321e-4
-8.69859e-1	-6.6166e-5
-8.59919e-1	5.36534e-5
-8.4997e-1	1.09365e-4
-8.39961e-1	2.22013e-4
-8.29988e-1	2.6654e-4
-8.19997e-1	2.82173e-4
-8.09964e-1	2.78614e-4
-7.99971e-1	2.61852e-4
-7.89993e-1	2.34905e-4
-7.79962e-1	2.06846e-4
-7.69905e-1	1.83133e-4
-7.59916e-1	1.60818e-4
-7.5e-1	1.41091e-4
-7.39951e-1	1.23266e-4
-7.29943e-1	1.07756e-4
-7.19868e-1	9.49449e-5
-7.09943e-1	8.66917e-5
-6.99964e-1	7.8723e-5
-6.89938e-1	7.06732e-5
-6.79956e-1	6.57775e-5
-6.69879e-1	6.18464e-5
-6.59917e-1	5.86818e-5
-6.49931e-1	5.57587e-5
-6.39969e-1	5.42809e-5
-6.2995e-1	5.29181e-5
-6.19985e-1	5.52213e-5
-6.09948e-1	6.31134e-5
-5.99953e-1	7.48057e-5
-5.89939e-1	8.45352e-5
-5.79961e-1	8.57911e-5
-5.70012e-1	7.16518e-5
-5.599e-1	5.40118e-5
-5.49934e-1	4.7471e-5
-5.39949e-1	4.74807e-5
-5.3002e-1	4.98481e-5
-5.20052e-1	4.96925e-5
-5.09913e-1	4.56651e-5
-4.99916e-1	4.27977e-5
-4.89954e-1	4.35014e-5
-4.79974e-1	4.71044e-5
-4.69963e-1	5.11643e-5
-4.59892e-1	4.03024e-5
-4.49935e-1	1.57903e-5
-4.39919e-1	1.38722e-6
-4.29997e-1	-4.06638e-6
-4.19999e-1	-6.58634e-6
-4.09958e-1	-6.86593e-6
-3.9989e-1	-7.61617e-6
-3.89958e-1	-7.82841e-6
-3.79935e-1	-7.1538e-6
-3.70017e-1	-8.14362e-6
-3.59837e-1	-8.26174e-6
-3.49928e-1	-7.64247e-6
-3.39916e-1	-6.50012e-6
-3.29989e-1	-4.17903e-6
-3.20004e-1	-3.53524e-7
-3.09971e-1	1.09378e-6
-2.99988e-1	5.55148e-6
-2.89946e-1	6.66735e-6
-2.79954e-1	5.63286e-6
-2.69985e-1	5.24686e-6
-2.59916e-1	4.14906e-6
-2.49941e-1	2.7484e-6
-2.39965e-1	1.83228e-6
-2.29972e-1	4.05844e-7
-2.2e-1	-2.21939e-7
-2.10075e-1	-2.20944e-7
-1.99975e-1	-3.33174e-7
-1.89931e-1	-1.07888e-6
-1.79961e-1	-2.32427e-6
-1.69933e-1	-3.38723e-6
-1.60034e-1	-3.67651e-6
-1.49879e-1	-3.01083e-6
-1.39883e-1	-2.44257e-6
-1.29909e-1	-1.75787e-6
-1.19981e-1	-8.0968e-7
-1.09998e-1	9.01662e-8
-9.99021e-2	1.0442e-6
-8.98988e-2	3.24587e-6
-7.99175e-2	5.57402e-6
-6.99769e-2	7.75814e-6
-6.00202e-2	1.0209e-5
-4.99146e-2	1.33767e-5
-3.9965e-2	1.68173e-5
-2.99697e-2	2.10556e-5
-1.9974e-2	2.55614e-5
-9.96644e-3	3.07573e-5
8.35164e-5	3.62941e-5
1.0098e-2	4.21598e-5
2.01406e-2	4.82854e-5
3.0059e-2	5.42509e-5
4.00473e-2	5.96933e-5
5.01733e-2	6.43862e-5
6.01118e-2	6.83367e-5
7.01043e-2	7.12008e-5
8.0091e-2	7.32791e-5
9.00537e-2	7.44656e-5
1.00162e-1	7.50331e-5
1.10135e-1	7.52099e-5
1.20091e-1	7.51244e-5
1.30113e-1	7.49507e-5
1.40092e-1	7.48606e-5
1.50158e-1	7.47126e-5
1.60085e-1	7.45872e-5
1.70091e-1	7.42979e-5
1.80067e-1	7.4006e-5
1.90106e-1	7.34403e-5
2.00158e-1	7.29861e-5
2.1012e-1	7.25167e-5
2.20101e-1	7.21445e-5
2.30098e-1	7.17015e-5
2.40066e-1	7.12565e-5
2.50004e-1	7.09749e-5
2.60086e-1	7.07278e-5
2.70111e-1	7.05322e-5
2.8006e-1	7.03484e-5
2.90081e-1	7.01437e-5
3.00002e-1	7.00538e-5
3.10096e-1	7.00748e-5
3.20134e-1	7.0091e-5
3.30102e-1	7.00965e-5
3.40041e-1	7.0124e-5
3.50061e-1	7.01972e-5
3.60123e-1	7.02438e-5
3.70119e-1	7.03791e-5
3.80131e-1	7.03865e-5
3.90057e-1	7.04557e-5
4.00053e-1	7.05979e-5
4.10151e-1	7.08211e-5
4.20153e-1	7.09136e-5
4.30078e-1	7.11958e-5
4.40115e-1	7.137e-5
4.50096e-1	7.15345e-5
4.60168e-1	7.17453e-5
4.7014e-1	7.20482e-5
4.80046e-1	7.24077e-5
4.90036e-1	7.25895e-5
5.00037e-1	7.28911e-5
5.10116e-1	7.32367e-5
5.20102e-1	7.35801e-5
5.30049e-1	7.39023e-5
5.4008e-1	7.41982e-5
5.50038e-1	7.46557e-5
5.60116e-1	7.50496e-5
5.70043e-1	7.55526e-5
5.80063e-1	7.61951e-5
5.90074e-1	7.68538e-5
6.00029e-1	7.77829e-5
6.10085e-1	7.86475e-5
6.20072e-1	7.95494e-5
6.30078e-1	8.05711e-5
6.40098e-1	8.17991e-5
6.50072e-1	8.32942e-5
6.59977e-1	8.53883e-5
6.70142e-1	8.80316e-5
6.80083e-1	9.14715e-5
6.90142e-1	9.6039e-5
7.00114e-1	1.02025e-4
7.10006e-1	1.09769e-4
7.20175e-1	1.1987e-4
7.30154e-1	1.3291e-4
7.40087e-1	1.49192e-4
7.50076e-1	1.69317e-4
7.60082e-1	1.93975e-4
7.70122e-1	2.24052e-4
7.80135e-1	2.60422e-4
7.90167e-1	3.03389e-4
8.00021e-1	3.54139e-4
8.10127e-1	4.14012e-4
8.20123e-1	4.83495e-4
8.30128e-1	5.63727e-4
8.40074e-1	6.55657e-4
8.50062e-1	7.59922e-4
8.6009e-1	8.76122e-4
8.70199e-1	1.00626e-3
8.80165e-1	1.15169e-3
8.90092e-1	1.30688e-3
9.00153e-1	1.47498e-3
9.10101e-1	1.65453e-3
9.20187e-1	1.84619e-3
9.30155e-1	2.04844e-3
9.40113e-1	2.26257e-3
9.50122e-1	2.48802e-3
9.60111e-1	2.7212e-3
9.70143e-1	2.96386e-3
9.80152e-1	3.21655e-3
9.90118e-1	3.47973e-3
1.00005e+0	3.74995e-3
1.01014e+0	4.03083e-3
1.02019e+0	4.31445e-3
1.03014e+0	4.60724e-3
1.04013e+0	4.9075e-3
1.05014e+0	5.20895e-3
1.06008e+0	5.52586e-3
1.07005e+0	5.84256e-3
1.08012e+0	6.16743e-3
1.09009e+0	6.49295e-3
1.1001e+0	6.83174e-3
1.11009e+0	7.16875e-3
1.12004e+0	7.51541e-3
1.13016e+0	7.86405e-3
1.14014e+0	8.22034e-3
1.15017e+0	8.57841e-3
1.16013e+0	8.93759e-3
1.17011e+0	9.3105e-3
1.18021e+0	9.6812e-3
1.19018e+0	1.00628e-2
1.20013e+0	1.04355e-2
1.2101e+0	1.08183e-2
1.22014e+0	1.12074e-2
1.23021e+0	1.15985e-2
1.24018e+0	1.19965e-2
1.25018e+0	1.23964e-2
1.26012e+0	1.27988e-2
1.27011e+0	1.32061e-2
1.28019e+0	1.36188e-2
1.29021e+0	1.40231e-2
1.30015e+0	1.44408e-2
1.31013e+0	1.4857e-2
1.3201e+0	1.52765e-2
1.33022e+0	1.56938e-2
1.34019e+0	1.61122e-2
1.3502e+0	1.65383e-2
1.36022e+0	1.69612e-2
1.37014e+0	1.7391e-2
1.38024e+0	1.78149e-2
1.39017e+0	1.8233e-2
1.40017e+0	1.8654e-2
1.4101e+0	1.90738e-2
1.42014e+0	1.95044e-2
1.43014e+0	1.9944e-2
1.44019e+0	2.03757e-2
1.45025e+0	2.07994e-2
1.4602e+0	2.12359e-2
1.47019e+0	2.16349e-2
1.48015e+0	2.20872e-2
1.49024e+0	2.25141e-2
1.50023e+0	2.29272e-2
1.51018e+0	2.33485e-2
1.5202e+0	2.37722e-2
1.53005e+0	2.41716e-2
1.54018e+0	2.45881e-2
1.55022e+0	2.50215e-2
1.56018e+0	2.54485e-2
1.57013e+0	2.58601e-2
1.58013e+0	2.62979e-2
1.59024e+0	2.67693e-2
1.60024e+0	2.71919e-2
1.61025e+0	2.76231e-2
1.62012e+0	2.80569e-2
1.63015e+0	2.84941e-2
1.64026e+0	2.89278e-2
1.65026e+0	2.94008e-2
1.66018e+0	2.98503e-2
1.67019e+0	3.02425e-2
1.68017e+0	3.06495e-2
1.69025e+0	3.10462e-2
1.70027e+0	3.14668e-2
1.7102e+0	3.18257e-2
1.72023e+0	3.22721e-2
1.73016e+0	3.2657e-2
1.74025e+0	3.30701e-2
1.7502e+0	3.35353e-2
1.76018e+0	3.39568e-2
1.7702e+0	3.44101e-2
1.7802e+0	3.48063e-2
1.79024e+0	3.51803e-2
1.80014e+0	3.56331e-2
1.81021e+0	3.60878e-2
1.82017e+0	3.6512e-2
1.83019e+0	3.69694e-2
1.84029e+0	3.74816e-2
1.85018e+0	3.7936e-2
1.8602e+0	3.83388e-2
1.87018e+0	3.87987e-2
1.88017e+0	3.92492e-2
1.89014e+0	3.97361e-2
1.90027e+0	4.02879e-2
1.91026e+0	4.07297e-2
1.92024e+0	4.12596e-2
1.93022e+0	4.16812e-2
1.94014e+0	4.20498e-2
1.95025e+0	4.25353e-2
1.96028e+0	4.29563e-2
1.97028e+0	4.34275e-2
1.9802e+0	4.39012e-2
1.99016e+0	4.43622e-2
2.00025e+0	4.48631e-2
2.01025e+0	4.54025e-2
2.02024e+0	4.58077e-2
2.03012e+0	4.63373e-2
2.0401e+0	4.68119e-2
2.05026e+0	4.73173e-2
2.06024e+0	4.77731e-2
2.07022e+0	4.80734e-2
2.08023e+0	4.8456e-2
2.09021e+0	4.88377e-2
2.10027e+0	4.93642e-2
2.11026e+0	4.97653e-2
2.12022e+0	5.02383e-2
2.13019e+0	5.07761e-2
2.14019e+0	5.11882e-2
2.1503e+0	5.15903e-2
2.16026e+0	5.20337e-2
2.17024e+0	5.24675e-2
2.18023e+0	5.29271e-2
2.19023e+0	5.33484e-2
2.2003e+0	5.40298e-2
2.21027e+0	5.45682e-2
2.22025e+0	5.49645e-2
2.23023e+0	5.54492e-2
2.24021e+0	5.58678e-2
2.25019e+0	5.62214e-2
2.26032e+0	5.67797e-2
2.27029e+0	5.70817e-2
2.28045e+0	5.76924e-2
2.29043e+0	5.81458e-2
2.30043e+0	5.87772e-2
2.31046e+0	5.90834e-2
2.32042e+0	5.97546e-2
2.33045e+0	6.0286e-2
2.34044e+0	6.09076e-2
2.35036e+0	6.15282e-2
2.36051e+0	6.17942e-2
2.37053e+0	6.22262e-2
2.38054e+0	6.26089e-2
2.39045e+0	6.29272e-2
2.4004e+0	6.32847e-2
2.4105e+0	6.3867e-2
2.42052e+0	6.44388e-2
2.43051e+0	6.48616e-2
2.44044e+0	6.5336e-2
2.45041e+0	6.58096e-2
2.46052e+0	6.64087e-2
2.47049e+0	6.70137e-2
2.48049e+0	6.74432e-2
2.49045e+0	6.8012e-2
2.50049e+0	6.85415e-2
2.51054e+0	6.87494e-2
2.5205e+0	6.91168e-2
2.53048e+0	6.96654e-2
2.54044e+0	7.03097e-2
2.55042e+0	7.09237e-2
2.56058e+0	7.15675e-2
2.57057e+0	7.19951e-2
2.58052e+0	7.24773e-2
2.59051e+0	7.29591e-2
2.60049e+0	7.34067e-2
2.6105e+0	7.3929e-2
2.62043e+0	7.43307e-2
2.63043e+0	7.49151e-2
2.64044e+0	7.54815e-2
2.65043e+0	7.63237e-2
2.66059e+0	7.66311e-2
2.67047e+0	7.7149e-2
2.68047e+0	7.79289e-2
2.69048e+0	7.81997e-2
2.70049e+0	7.88701e-2
2.71045e+0	7.93733e-2
2.7205e+0	7.98834e-2
2.73049e+0	8.04715e-2
2.74052e+0	8.08512e-2
2.75048e+0	8.13968e-2
2.76037e+0	8.20346e-2
2.77046e+0	8.27357e-2
2.7805e+0	8.33009e-2
2.79052e+0	8.37877e-2
2.80044e+0	8.44121e-2
2.81042e+0	8.49149e-2
2.82054e+0	8.56791e-2
2.83057e+0	8.61982e-2
2.84056e+0	8.65788e-2
2.85049e+0	8.73604e-2
2.86045e+0	8.77815e-2
2.87051e+0	8.8328e-2
2.88052e+0	8.89674e-2
2.8905e+0	8.96021e-2
2.90047e+0	9.04191e-2
2.91045e+0	9.07628e-2
2.92056e+0	9.15119e-2
2.93056e+0	9.19414e-2
2.94054e+0	9.28215e-2
2.95047e+0	9.32775e-2
2.96049e+0	9.4082e-2
2.97058e+0	9.45808e-2
2.98055e+0	9.50572e-2
2.99052e+0	9.58068e-2
3.00052e+0	9.6378e-2
